字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	恩赐的神使辗转于真实与幻象	恩賜的神使輾轉於真實與幻象	恵みの神の使いが真実や幻に彷徨う	은총을 받은 신의 사자는 진실과 환상 사이를 맴돌며	The high priests cross realms both real and unreal,						0	
2	余烬与烟雾中终于出现了答案	餘燼與煙霧中終於出現了答案	答えが余燼と煙霧の中から現れる	잿더미와 연기 속에서 마침내 해답을 얻는다	From thick ash and mist, revelation is unveiled.						0	
3	神的仆人如约降临于大地之上	神的僕人如約降臨於大地之上	神のしもべが約束通りに降臨し	신의 종이 약속대로 대지에 강림하니	The divine servants descend to the physical earth as foretold,						0	
4	神使予其灵魂与撼世般的力量	神使賦予其靈魂與撼世般的力量	神の使いから魂や神の力を授かる	신의 사자가 그 영혼에 세상을 뒤흔들 힘을 주신다	Bestowed with soul and seismic might, rebuilding a world old.						0	
5	无需鱼肉和水，也无需进入梦乡	無需魚肉和水，也無需進入夢鄉	魚肉も水も、眠りさえ要らず	생선과 물도 필요 없고, 꿈속의 고향에 갈 필요도 없이	They require no nourishment or sleep in their ceaseless endeavor,						0	
6	它将昼夜不息，打造终结的祭坛	它將晝夜不息，打造終結的祭壇	昼夜を通して終結の祭壇を築く	그것은 밤낮으로 종극의 제단을 만들 것이다	Constructing an altar of final passage, lasting forever.						0	
7	啊，我懂了，让整个香蒲族消失的罪魁祸首就是这个神使！	啊!我懂了!導致整個香蒲族消失的罪魁禍首就是這個神使!	分かったわ！その神の使いとやらがアヤメ族が消えた元凶！	아, 알았다. 부들족 전체를 사라지게 한 장본인이 바로 이 신의 사자야!	Ah, I got it! The high priest was responsible for the Typha's disappearance!						0	
8	所以说为了摆脱疾病的困扰，他修建了类似“树”一样的祭坛吗？	所以說為了擺脫疾病的困擾，他修建了類似於「樹」的祭壇嗎?	つまり彼は病気を癒すために、「デンドロン」のような祭壇を建てたのですか？	그래서 질병의 고통에서 벗어나기 위해 '나무' 같은 제단을 만들었다는 건가요?	Did he build an altar similar to a "tree" to rid the people of the disease?						0	
9	但是这篇故事中还提到了另外一“人”。	但是這篇故事中還提到了另外一個「人」。	そしてこの物語に登場する「もう一人」の人物……	하지만 이 이야기 속에는 또 다른 '인물'이 나와요.	But there's another character mentioned in this story.						0	
