字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				在人类尚未彻底征服大洋的时代	0	
2		0				满身伤痕，从海岛另一端漂流至此的奴隶们祈祷着	0	
3		0				“让我们自此与世间苦痛诀别”	0	
4		0				于是，在献上了无数祭品之后，图拉卡斯终于给予了他们回应	0	
5		0				没有痛觉的孩子降生了	0	
6		0				这便是第一位神使诞生的故事	0	
7		0				——摘自安提克勒娅《雅卢岛风土见闻录》	0	
8		6	猫汐尔泳装			分析员，你的通讯终端响了喵。	0	
b-1	b-1	0					0	
9	b-1-1	0				听到了，但是有鱼在咬钩了。	0	
b-2	b-2	0					0	
10	b-2-1	0				所以稍等……噢啊！	0	
11		6	猫汐尔泳装			线绷断了。	0	
12		6	猫汐尔泳装			这就是所谓的鱼与熊掌不可兼得吗？	0	
b-3	b-3	0					0	
13	b-3-1	0				那句话不是这么用的……	0	
14		0				不过也正是因为心里一直惦记着通讯终端，才忘记调整泄力……果然一心不能二用。	0	
15		0				摇了摇头，从兜中掏出了还在滴滴滴响个不停的终端。	0	
16		0				上面是一串陌生的通讯代码。	0	
b-4	b-4	0					0	
17	b-4-1	0				（接通）	0	
18		0	？？？			请问，您是世界树的分析员，playername吗？	0	
b-5	b-5	0					0	
19	b-5-1	0				你是？	0	
20		0	维修部部员			太好了……终于联系上您了，我是拉美西斯集团雅卢岛服务器维修部的部员。	0	
21		0	维修部部员			接下来要和您说的事情绝非玩笑，请您务必认真对待。	0	
22		0	维修部部员			这座岛屿，正在遭遇不明身份的势力袭击……	0	
b-6	b-6	0					0	
23	b-6-1	0				什么意思？	0	
24		0	失控机器人			来大闹一场吧——来大闹一场吧——	0	
25		0	失控机器人			寻宝游戏——寻宝游戏——	0	
26		6	女侍者			海姆达尔的各位，来一起玩吧——	0	
27		6	猫汐尔泳装			分析员，有奇怪的家伙靠近了喵。	0	
