字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				在第一百五十七次满月的夜晚	0	
2		0				凶鸟带着厄难降临在高山之上	0	
3		0				稚童的身旁既无毒物也无外伤	0	
4		0				水晶般的枝桠让他们成为土壤	0	
5		0				我们向图拉*祈祷，祂闭目默然	0	
6		0				我们向卡斯*祈祷，祂垂手哀叹	0	
7		0				当纯洁的新生儿也难逃这灾难	0	
8		0				我们不再对伪神抱有任何幻想	0	
9		0				水之影，将告诉我们答案	0	
10		0				水之影，载我们前往彼岸	0	
11		6	芬妮泳装			“凶鸟带着厄难降临在高山之上”……听起来香蒲族人遭遇了很恐怖的事情，是火山爆发吗？	0	
12		5	猫汐尔泳装			雅卢岛上以及附近海域并没有火山。	0	
13		4	芬妮泳装			这样吗？	0	
14		5	辰星泳装			“稚童的身旁既无毒物也无外伤，水晶般的枝桠让他们成为土壤”……	0	
15		5	辰星泳装			这段描述未免也太像成年病了……	0	
16		4	芬妮泳装			啊！难道说这个灾难其实说得是成年病？！或者说某种类似的疾病？	0	
17		5	猫汐尔泳装			目前没有可靠证据能证明成年病曾经爆发过喵。	0	
18		4	芬妮泳装			但如果是真的，那可是重大发现啊！	0	
19		5	猫汐尔泳装			先不说这块石板上的文字能否作为证据喵。	0	
20		5	猫汐尔泳装			首先，这个岛屿已经被开发过了。	0	
21		5	猫汐尔泳装			如果真有什么重大发现的话，早就刊登论文了。	0	
22		4	芬妮泳装			哎，这样吗？	0	
b-1	b-1	0					0	
23	b-1-1	0				但如果是被刻意隐藏起来的那就说得通了。	0	
24		5	猫汐尔泳装			说得通吗？确实，但也缺乏实质性证据，比如染病身亡的遗骸或者晶体什么的。	0	
25		4	芬妮泳装			那就将它找出来吧！不知道为什么，本小姐突然有干劲了~	0	
26		4	辰星泳装			这么重要的证据，真的会藏在岛上吗……	0	
27		5	猫汐尔泳装			那就等找到下一块石板再说吧，上面说不定会有新线索。	0	
b-2	b-2	0					0	
28	b-2-1	0				还有其他石板吗？	0	
29		6	猫汐尔泳装			嗯，这块石板上面的信息，并不完整喵。	0	
30		6	猫汐尔泳装			岛上一定还有其他类似的石板……	0	
