字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				恩赐的神使辗转于真实与幻象	0	
2		0				余烬与烟雾中终于出现了答案	0	
3		0				神的仆人如约降临于大地之上	0	
4		0				神使予其灵魂与撼世般的力量	0	
5		0				无需鱼肉和水，也无需进入梦乡	0	
6		0				它将昼夜不息，打造终结的祭坛	0	
7		6	芬妮泳装			啊，我懂了，让整个香蒲族消失的罪魁祸首就是这个神使！	0	
8		4	辰星泳装			所以说为了摆脱疾病的困扰，他修建了类似“树”一样的祭坛吗？	0	
9		4	辰星泳装			但是这篇故事中还提到了另外一“人”。	0	
10		5	恩雅泳装			拥有远超常人之力的，神的仆人……	0	
11		6	猫汐尔泳装			这里应该指的是“空壳”吧。	0	
12		6	猫汐尔泳装			香蒲族人制造的巨大工程石傀儡，传说中它们拥有切割搬运石材的惊人力量。	0	
13		6	猫汐尔泳装			顺带一提，位于遗迹区的祭坛就是由它们亲手搭建的，很了不起吧。	0	
14		4	芬妮泳装			那部分应该只是传说吧……再怎么说香蒲人可是一千年前的人啊。	0	
15		4	芬妮泳装			如果是真的那就不只是“了不起”了，而是“太恐怖了”。	0	
16		4	芬妮泳装			感觉越来越像恐怖故事了……	0	
17		5	猫汐尔泳装			是喵？我倒是想亲眼见一见那些真正的“空壳”，现在岛屿上的净是些仿品。	0	
18		4	恩雅泳装			有机会的话，姐姐我也想见识一下它们切割石块的样子，感觉一定很有趣。	0	
19		5	辰星泳装			石板中还提到它们被赋予了“灵魂”，这是否意味着它们拥有一定智能呢？	0	
20		4	芬妮泳装			拥有灵魂的傀儡……	0	
21		5	猫汐尔泳装			不排除这种可能，虽说香蒲人创造人工智能的可能性几乎为零。	0	
22		5	猫汐尔泳装			但将记忆与人格剥离出肉体的技术却不止有一种。	0	
b-1	b-1	0					0	
23	b-1-1	0				瓦尔哈拉吗？	0	
24		5	猫汐尔泳装			嗯，说不定香蒲人掌握了类似的技术。	0	
b-2	b-2	0					0	
25	b-2-1	0				真是不可思议，明明是几千年的人……	0	
26		0	安提2			分析员……你对香蒲文明感兴趣吗？	0	
b-3	b-3	0					0	
27	b-3-1	0				嗯，安提呢？	0	
28		0	安提2			虽然已经在雅卢岛工作了一段时间，但是其实我对香蒲人的事情却知之甚少……	0	
29		0	安提2			不过老实说……从技术人员的视角出发，如果被古代人超过了多少会有些不甘心吧。	0	
30		0	安提2			猫汐尔小姐应该能理解吧？	0	
31		4	猫汐尔泳装			完全不理解。	0	
32		0	安提2			是……是吗，我还以为同样身为技术人员，猫汐尔小姐多少也能理解这种心情……	0	
33		4	芬妮泳装			无论是作为技术人员还是天启者，我们的猫猫都是独一无二的哦~	0	
b-4	b-4	0					0	
34	b-4-1	0				那如果是猫汐尔的话会怎么做呢？	0	
35		6	猫汐尔泳装			喵？	0	
b-5	b-5	0					0	
36	b-5-1	0				见到空壳之后。	0	
37		6	猫汐尔泳装			唔……我会把他拆掉，然后打包带回公司研究。	0	
38		6	芬妮泳装			拜托请务必不要这样做，会给分析员添麻烦的……	0	
39		0	猫汐尔泳装			那就先给分析员道个歉好了。	0	
40		0	猫汐尔泳装			但是在那之前，我想和他对话。	0	
41		0	猫汐尔泳装			这个世界上还没有活过一千岁的人，他应该知道很多东西。	0	
42		0	猫汐尔泳装			同时，也有很多想说的话吧……我会等它说完再拆了他的。	0	
43		0	安提2			……是吗？	0	
44		0	安提2			看来猫汐尔小姐也有温柔的一面啊。	0	
45		0	猫汐尔			有喵，分析员？	0	
