字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		早上好，恩雅！		
page1.2	H恩雅		啊，是分析员！		
page1.3	H主角		恩雅一大早就在这里忙前忙后的，有什么事情吗？		
page1.4	H恩雅		分析员，告诉你一个好消息哦。		
page1.5	H恩雅		我向餐厅申请增加了甜点供应品类。		
page1.6	H恩雅		过几天的下午茶就能吃到棉花糖了~		
page1.7	H主角		棉花糖？难道是……		
page1.8	H恩雅		嗯嗯~之前我们在集市一起吃的棉花糖味道很不错呢，真让人怀念啊~		
page1.9	H主角		原来如此，所以恩雅是特意来告诉大家这个好消息的吗？		
page1.10	H恩雅		是呀，顺便来调查大家喜欢的口味。		
page1.11	H恩雅		分析员这次还是想要原味吗？		
page1.12	H主角		唔，这次要不换一个……		
page1.13	H恩雅		不然所有的口味我都给分析员准备一份好啦！		
page1.14	H主角		不不不……那也太多了吧！		
