字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		真是稀奇，我居然看到你在动。		
page1.2	H肴		唉，一直躺着也会腰酸背痛，真是可恶啊！		
page1.3	H肴		只能起来稍微活动一下四肢了……		
page1.31	H肴		啊啊啊腿麻了！		
page1.4	H主角		早就提醒过你躺的姿势有问题……		
page1.5	H主角		再说了，生命在于运动，至少每天稍微活动一下才能保持机体正常运转。		
page1.6	H肴		呜……		
page1.7	H主角		不错不错，再加把劲儿。		
page1.8	H主角		第一时间想到的是起来运动而不是喊人按摩，对你来说已经非常优秀了。		
page1.9	H肴		嗯？按摩？		
page1.10	H肴		哇！我怎么就没想到，分析员，难道你真的是个天才？		
page1.11	H主角		哈？		
page1.12	H肴		对啊对啊，找人来按摩的话，既可以舒展身体，又不需要我自己活动，一举两得！		
page1.13	H肴		……		
page1.14	H主角		……		
page1.15	H主角		？你看着我做什么？		
page1.16	H肴		嘿嘿，分析员，我看你骨骼清奇，要不要进修一下按摩的手法啊？		
