字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		又在苦恼什么呢，小琴诺。		
page1.2	H琴诺		我在想……分析员的事……		
page1.3	H主角		我的事？		
page1.4	H琴诺		嗯，准确来说是我，莫尔索，还有分析员三个人的事……		
page1.5	H琴诺		不知道为什么，最近我好像开始变得怪怪的了……		
page1.6	H主角		哎？！		
page1.7	H琴诺		我……我开始吃莫尔索的醋了。		
page1.8	H琴诺		每次分析员都和我单独相处的时候，只要一碰到我……她就会出来。		
page1.9	H琴诺		虽然这种感觉并不讨厌……但是我还是希望……		
page1.10	H琴诺		能一个人独享和分析员在一起的时光。		
page1.11	H主角		原来是这件事啊。		
page1.12	H主角		我的建议是不如趁现在就把她叫出来一起聊聊，如果琴诺不好意思开口的话我来帮你说。		
page1.13	H琴诺		嗯，我就是这个意思，分析员……谢谢您。		
