字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		怎么样，新的飞镖套装还喜欢吗？		
page1.2	H里芙		很喜欢，谢谢分析员。		
page1.3	H主角		那就好，据说是用专业的材料制作的，看到它的时候就觉得应该送给你。		
page1.4	H里芙		嗯……确实手感不错。		
page1.5	H里芙		虽说完美的命中靠的是不断练习精进技艺，材质的好坏并没有决定性的作用。		
page1.6	H里芙		但更专业的装备，也能在一定程度上提高投掷的准确率。		
page1.7	H里芙		我会继续多加练习的。		
page1.8	H主角		……其实并没想那么多，只是觉得难得看到你有感兴趣的东西。		
page1.9	H主角		里芙只要在闲暇的时候玩得开心就足够了。		
page1.10	H里芙		唔，这样么……		
page1.11	H里芙		分析员，要不要现在去我的房间玩一局飞镖对战？		
page1.12	H主角		好啊！		
