字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		分析员分析员！		
page1.2	H芙提雅		新恒提罗的居住环境是不是很舒适？		
page1.3	H主角		嗯，确实不错。		
page1.4	H芙提雅		那……悬浮在半空中生活是什么样的体验？		
page1.5	H主角		怎么说呢……体验很新鲜。哦对，空气也很新鲜。		
page1.6	H芙提雅		嗯嗯嗯……记下了。		
page1.7	H芙提雅		如果浮空城移动起来，你会不会有晕车的感觉？		
page1.8	H主角		芙提雅，我离开基地这么久，你都不问问我的情况嘛。		
page1.9	H芙提雅		哦？分析员这么想要我的关心吗~		
page1.10	H芙提雅		哼哼，放心好啦！		
page1.11	H芙提雅		分析员的所有行动，我早就在陶董的数据库仔细看过啦~		
page1.12	H主角		我还以为芙提雅整天忙着研究把我忘记了呢。		
page1.13	H芙提雅		怎么可能！		
page1.14	H芙提雅		我搜集新恒提罗的资料，就是为了你啊！		
page1.15	H主角		啊？		
page1.16	H芙提雅		我正在研究把基地也升级成浮空模式，就可以随时随地跟着分析员啦！		
page1.17	H主角		太夸张了！		
