字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H姬辰星		分析员，要喝杯茶休息一下吗？		
page1.2	H主角		啊没错，正想去呢。		
page1.3	H主角		走，一起吧。		
page1.4	H姬辰星		分析员，你刚刚拿杯子的那只手臂，抬起的角度比平时低了，看起来是肌肉紧张。		
page1.5	H姬辰星		要不要来试试朔州地区的传统推拿，对放松肌肉很有用的。		
page1.6	H主角		朔州传统推拿？辰星你竟然掌握了这么古老的技艺？		
page1.7	H姬辰星		我之前在家里的藏书阁找到了一本古书，上面对此有着非常详尽的记载。		
page1.8	H主角		等等？我该不会是你实践这套技艺的第一个对象吧？		
page1.9	H姬辰星		请放心，我已经记住了那本书上的每一个字，绝对不会出错的。		
page1.10			在接下来的半小时内，我拼命忽略身上像挠痒痒一样的力道。告诫自己是男人就要忍住，绝不能笑，毕竟不能辜负辰星的好意。		
page1.11	H姬辰星		分析员，感觉如何？		
page1.12	H主角		唉……辰星，你以后还是只在我一个人身上实践你的推拿技艺吧。		
page1.13	H主角		至于这门技艺的要领，我想我应该已经掌握一二了。		
page1.14	H主角		下次，换我来帮你放松吧。		
