字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H茉莉安		嗯……		
page1.2	H主角		茉莉安？		
page1.3	H茉莉安		啊，分析员，抱歉没看到您……		
page1.4	H主角		看你站在这里很久了，有什么心事吗？		
page1.5	H茉莉安		也不是什么大问题……		
page1.6	H茉莉安		其实我的家里一直在担心我的身体状态，尤其是最近，总是说海姆达尔的任务过于危险。		
page1.7	H茉莉安		虽然我一直和她们保证没问题，但她们还是念叨着要让我回家一趟。		
page1.8	H主角		我记得你家离公司不远吧？		
page1.9	H茉莉安		不，她们说的是在阿尔斯特的老家……		
page1.10	H主角		那倒确实挺远的。		
page1.11	H主角		这样，有机会的话，我陪你一起回去吧，也好让她们放心下来。		
page1.12	H茉莉安		真，真的可以吗！		
page1.13	H主角		在此之前，你得保护好自己，不然到时候我可没法交差。		
