字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H晴		分析员，要不要一起来喝杯咖啡？		
page1.2	H主角		好啊。		
page1.3	H主角		一会儿要处理些文件，正好需要提提神。		
page1.4			（十分钟后）		
page1.5	H主角		没想到，晴居然会手冲咖啡。		
page1.6	H晴		味道怎么样？		
page1.7	H主角		非常好喝，和机器制作的咖啡相比，口感和香气都突出很多。		
page1.8	H晴		严格按照金杯准则冲泡果然不会出错。		
page1.9	H主角		没想到晴已经对咖啡研究得这么深入了。		
page1.10	H晴		休息的时间，想到分析员之前让我找找自己喜欢的饮料……		
page1.11	H晴		在了解了之后，就意外地喜欢上咖啡了。		
page1.12	H主角		严谨依照标准制作，就能得到最好品质的咖啡。		
page1.13	H主角		果然是很适合晴的饮料。		
