字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		凯茜娅，有一个问题我一直想问你。		
page1.2	H凯茜娅		什么问题？		
page1.3	H主角		为什么同样的唱片你要买那么多套？		
page1.4	H主角		基于都有使用痕迹的缘故，我想应该不是什么“一套自用，一套收藏”之类的理由吧？		
page1.5	H凯茜娅		呵呵呵，当然不是收藏，生命转瞬即逝，死后又什么都带不走，我早就看透了这点。		
page1.6	H凯茜娅		只是……偶尔有时候，就算是我也会情不自禁地沦陷于某些感兴趣的事物。		
page1.7	H凯茜娅		想要在有限的生命中，占有更多，更多……		
page1.8	H主角		也就是说，是一种报复性补偿心理吗？		
page1.9	H凯茜娅		大差不差吧，既然你已经意识到了，那么我也就顺道提醒一句吧。		
page1.10	H凯茜娅		分析员，我可是个会无节制索取一切的“坏女人”哦，作为我的监护人，你可要好好——		
page1.11	H凯茜娅		履 行 自 己 的 职 责 哦~		
