字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		怎么最近都没看到你打游戏了？		
page1.2	H安卡希雅		唉……		
page1.3	H安卡希雅		自己尝试做游戏以后，感觉反而对游戏提不起兴趣了。		
page1.4	H主角		这就是爱好转变成职业以后的痛苦吧。		
page1.5	H安卡希雅		归根结底，《新星开拓》还是不够好。		
page1.6	H安卡希雅		人手不足，工期太紧，又没有投资……		
page1.7	H主角		确实如此。		
page1.8	H安卡希雅		总之，抛开这些因素以后，比起《金毛剑士传奇》和《破壳梦想》还是差了一点点。		
page1.9	H主角		你定的这两个竞品是不是有些问题？		
page1.10	H安卡希雅		做游戏当然要以顶峰为目标了。		
page1.11	H安卡希雅		测试组长，就和我一起朝着顶峰前进吧。		
page1.12	H主角		我觉得还是先以没有bug为目标吧。		
