字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H妮塔		分析员儿，给我讲讲新恒提罗呗？		
page1.2	H妮塔		以前在俱卢孤儿院的时候，一直很好奇它的样子。		
page1.3	H主角		新恒提罗和外界所说的没太大差别，是个非常宜居的地方。		
page1.4	H主角		交通从不拥堵、气候也四季如春……		
page1.5	H主角		城市文化非常包容，还有令人眼花缭乱的美食。		
page1.6	H妮塔		真的？		
page1.7	H妮塔		我还以为那些都是骗人的宣传语呢。		
page1.8	H主角		这次没能一起去，你会不会觉得可惜？		
page1.9	H妮塔		确实有点……不然就能公费吃到新恒提罗的美食了。		
page1.10	H主角		抱歉，没能带着你回家乡看看。		
page1.11	H妮塔		咳咳，分析员，不要道歉！		
page1.12	H妮塔		我最亲的人都在这里，这里已经变成我的家乡了。		
page1.13	H妮塔		况且，新恒提罗再好，哪会比分析员会随时出现的基地大厅好！		
