字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H猫汐尔		唔喵喵……为了在分析员面前营造出人类所谓的反差感，她下了那么大功夫吗……		
page1.2	H主角		瑟瑞斯有什么问题吗？		
page1.3	H猫汐尔		唔，有大问题。		
page1.4	H猫汐尔		为什么，以前没有发现她藏着两个那么大的秘密呢？		
page1.5	H主角		嗯？		
page1.6	H猫汐尔		仅仅是靠衣服的束缚便能收缩到那种程度，简直不像是你们人类的躯体。		
page1.7	H主角		原来说的是瑟瑞斯的身材吗……		
page1.8	H猫汐尔		说不定是对分析员图谋不轨的某种类人形生物喵。		
page1.9	H主角		不，她是货真价实的人类。		
page1.10	H猫汐尔		唔喵，如此肯定的语气……难道说分析员已经确认过她的躯体了吗，是什么时候看到的？		
page1.11	H主角		那种事情不用眼睛看也能确认，而且我很肯定，猫汐尔你也是人类哦。		
page1.12	H猫汐尔		唔喵喵……我明白了。		
page1.13	H主角		你能明白就好。		
page1.14	H猫汐尔		分析员一定是趁着我们睡着的时候，用更加巧妙的方法确认的吧。		
page1.15	H主角		你这不是完全没明白吗？！		
