字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H安卡希雅	Play_Mo_girl001_doubt01_057	你会做饭吗？	0	
page0.2	H主角		算会吧……你问这个干啥？	0	
page0.3	H安卡希雅		一起来做咖喱饭吧。	0	
page0.4	H安卡希雅		我负责煮饭，你负责炖咖喱。	0	
page0.5	H主角		你这分工真的很不公平……为什么突然要做咖喱饭？	0	
page0.6	H安卡希雅		刚刚重温了一部五十多年前的特摄片，里面男主角虽然是外星人，但很喜欢地球的咖喱。	0	
page0.7	H主角		但为什么一定要自己做啊，餐厅不是有吗？速食的也有。	0	
page0.8	H安卡希雅	Play_Mo_girl001_sigh01_055	……	0	
page0.9	H安卡希雅		这个时代的人不懂吗？	0	
page0.10	H主角		不懂什么?	0	
page0.11	H安卡希雅		亲手做的咖喱饭是二次元国民料理。	0	
page0.12	H主角		完全没听说过！	0	
page0.13	H安卡希雅		要我帮你补习吗，最早应该是80多年前的一部……	0	
page0.14	H主角		打住，我帮你炖就是了。	0	
