字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		琴诺今天看起来心情很好呢。	0	
page0.2	H琴诺		啊，是分析员！	0	
page0.3	H琴诺	Play_Mo_girl007_happy01_052	嗯嗯，因为恩雅姐送了我一本新菜谱，我又可以学习一些新的烹饪方法了。	0	
page0.4	H主角		啊哈哈……	0	
page0.5	H主角		话说回来，琴诺为什么这么喜欢做菜呢？	0	
page0.6	H琴诺		嗯？我没有认真考虑过这个问题……	0	
page0.7	H琴诺		在做菜的时候，我会感觉很安心，做完之后也很开心。	0	
page0.8	H琴诺		而且莫尔索也很喜欢，她在我做菜的时候总是安安静静的。	0	
page0.9	H主角		原来如此。	0	
page0.10	H主角		（看来为了琴诺的心理健康，还是有必要让她继续练习做菜。）	0	
page0.11	H主角		（虽然现阶段，她的成果确实有些，不太理想。）	0	
page0.12	H主角		琴诺，如果还需要菜谱的话，我也可以帮你找一些。	0	
page0.13	H琴诺	Play_Mo_girl007_doubt01_057	哎？真，真的吗！谢谢分析员，我一定会做出好吃的报答你的！	0	
page0.14	H主角		好，要加油啊琴诺。	0	
page0.15	H主角		就当是为了我的肠胃……	0	
