字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		茉莉安，怎么没有按时确认小队信息，遇到什么麻烦了吗？	0	
page0.2	H茉莉安	Play_Mo_girl005_amazed02_065	啊！是分析员。	0	
page0.3	H茉莉安		终端、终端情况不太好，无法及时接收信息，嗯……	0	
page0.4	H主角		我来帮你看看，不行的话，就找维修部门处理一下吧。	0	
page0.5	H茉莉安		不、不用了，我刚才试着调整了一下……	0	
page0.6	H茉莉安		糟糕，我好像很难对分析员说谎呢，唉。	0	
page0.7	H主角		哦？所以茉莉安是故意不回复我信息的，对吗？	0	
page0.8	H茉莉安		我没有想好该怎么回复，或者说，不确定自己能做到分析员的要求，所以迟疑了很久。	0	
page0.9	H主角		我希望你能多关注自身的状态，这让你为难了吗？	0	
page0.10	H主角		抱歉，我的初衷是希望你能更爱惜自己，而不是以受伤为代价去追求极端的效果。	0	
page0.11	H茉莉安		我让分析员费心了呢。	0	
page0.12	H茉莉安		有些愧疚，也有些很开心，下次行动时我会注意克制自己的。	0	
page0.13	H主角		希望茉莉安可以做到，不然的话，我就要想办法惩罚你了。	0	
page0.14	H茉莉安		惩罚？！	0	
page0.15	H茉莉安	Play_Mo_girl005_happy01_052	啊啊，听从分析员指令的代价变得更高了，好难选择……	0	
page0.16	H主角		（糟了，我好像说了起反作用的话……）	0	
