字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		瑟瑞斯？你在找什么吗？		
page0.2	H瑟瑞斯		是分析员啊~		
page0.3	H主角		需要帮忙吗？		
page0.4	H瑟瑞斯		不用不用，我只是在等人。		
page0.5	H主角		等人？		
page0.6	H瑟瑞斯		嗯嗯，在等妮塔和猫汐尔。		
page0.7	H主角		是约好了吗？		
page0.8	H瑟瑞斯		昨天妮塔拉着我、琴诺和猫汐尔一起打麻将。结果琴诺赢得最多，妮塔输得最多，然后琴诺说今天做好吃的感谢大家。		
page0.9	H瑟瑞斯		而且是要做上次那个超好吃的酸酸辣辣章鱼猪蹄浓汤！		
page0.10	H主角		你看起来很期待啊……		
page0.11	H瑟瑞斯	Play_Mo_girl013_sure01_066	嗯嗯！		
page0.12	H瑟瑞斯		不过……妮塔和猫汐尔还没来呢，不知道是不是忘记时间了，我昨天明明还提醒过最好记个备忘录的。		
page0.13	H主角		人有的时候，是会故意忘记的（超小声）……		
page0.14	H瑟瑞斯		嗯？分析员你刚刚说了什么吗？		
page0.15	H主角		没、没什么！那个……要不你自己去琴诺那儿吧，我其实正好有任务要安排妮塔和猫汐尔做。		
page0.16	H主角		（还是帮帮妮塔和猫汐尔吧）		
page0.17	H瑟瑞斯		这样啊……可是琴诺说做了好多呢。只有我肯定吃不完的。		
page0.18	H瑟瑞斯		对了！那分析员一起去吧！分析员个子大，一定能吃很多！		
page0.19	H主角		啊！？		
page0.20	H主角		不了不了不了，我也还有事要做，那我先告辞了！		
page0.21	H瑟瑞斯		真遗憾呢，那下次再一起去吧！拜拜~		
