字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H瑟瑞斯		啦啦~啦啦啦~啦啦啦~		
page0.2	H主角		哦？瑟瑞斯，你今天心情很好啊。		
page0.3	H瑟瑞斯	Play_Mo_girl013_sure01_066	嗯嗯！真的超级开心！		
page0.4	H主角		发生了什么让你高兴的事吗？		
page0.5	H瑟瑞斯		我养的鱼产卵了！		
page0.6	H主角		那可要恭喜你了！		
page0.7	H瑟瑞斯	Play_Mo_girl013_happy01_052	谢谢分析员~嘿嘿~		
page0.8	H瑟瑞斯		等小鱼们可以独立生活了，我就给大家每人送几条。		
page0.9	H主角		真棒，我很期待，会是什么花纹的呢？		
page0.10	H瑟瑞斯		这个……		
page0.11	H主角		怎么了？		
page0.12	H瑟瑞斯		我也不知道会是什么种类……		
page0.13	H瑟瑞斯		早上起来就发现卵了，我也不知道是哪条鱼的。		
page0.14	H主角		没事，可以等小鱼苗长大点就知道了，这样反而更期待了。		
page0.15	H瑟瑞斯		对哦！分析员说得对！等长出花纹自然就知道了。		
page0.16	H主角		那记得要通知我哦。		
page0.17	H瑟瑞斯		嗯嗯！我现在就记下来，到时候第一个通知分析员！		
