字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		芬妮当时为什么会选择参加瓦尔基里游戏呢？	0	
page0.2	H芬妮		那当然是因为，赛场上能收获最多的关注和欢呼了。	0	
page0.3	H主角		还真是标准的芬妮式回答。	0	
page0.4	H芬妮		而且瓦尔基里游戏还算有些难度，相比之下学校的课程简直就是小儿科嘛。	0	
page0.5	H主角		那么，如果没有瓦尔基里游戏，你应该也会去做其他有挑战性的事情吧，比如……	0	
choice1			成为小提琴手？	0	
page1.1	H芬妮	Play_Mo_girl008_happy01_052	有可能哦。嘿嘿，分析员是不是也觉得我小提琴拉的很好？	0	
page1.2	H主角		很好听，简直就是天籁。	0	
page1.3	H芬妮	Play_Mo_girl008_cough01_063	咳咳！怎么说这么夸张！	0	
page1.4	H主角		我这可是真情实感。	0	
page1.5	H芬妮		哼，那我就勉强相信了哦。	0	
choice2			成为赛车手？	0	
page2.1	H芬妮	Play_Mo_girl008_happy01_052	你怎么知道我喜欢这个？	0	
page2.2	H主角		之前看到过你骑着机车的照片。	0	
page2.3	H芬妮		可惜现在基本只能在专门的赛车场玩了，完全没意思。	0	
page2.4	H芬妮		要是能在零区里飙车，那肯定很好玩。	0	
page2.5	H主角		你还是趁早收起这种危险的想法吧。	0	
