字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H恩雅		在棚户区跑了整整一天，整个上半身都麻麻酥酥的……	0	
page0.2	H恩雅		要是分析员能来帮我捏捏肩膀就好了哦~	0	
page0.3	H主角		……哎？	0	
page0.4	H恩雅	Play_Mo_girl011_happy01_052	呵呵呵呵，让分析员为难了吗？	0	
page0.5	H恩雅		放心好了，我只是想和分析员开个小玩笑哦。	0	
page0.6	H恩雅		不过总觉得……分析员其实比我们更加辛苦呢。	0	
page0.7	H恩雅		你看，在带领海姆达尔部队作战的同时，还要协调公司内外各方势力的关系……	0	
page0.8	H恩雅		正常情况下，这不是应该由不同的人负责吗？	0	
page0.9	H主角		啊，被恩雅姐这么一说好像确实如此，不知不觉中好像干了不少分外事。	0	
page0.10	H恩雅		所以，相较于身为队员的我们而言，分析员才是值得被好好照顾的那个人哦。	0	
page0.11	H主角		恩雅姐过誉了，我只不过是因为某些私愿，不得不来回奔波的普通职员罢了。	0	
page0.12	H恩雅		那不是更需要被人关照了吗！	0	
page0.13	H恩雅		不行不行，不如分析员现在就坐下，让我来帮你按摩一下肩膀吧。	0	
page0.14	H主角		等等，就在这里吗？！	0	
page0.15	H主角		（恩雅姐偶尔也有这么强势的一面啊……）	0	
