字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		难得见到你在大厅发呆。	0	
page0.2	H晴		不，分析员，我在思考很重要的事情。	0	
page0.3	H主角		嗯？说来听听。	0	
page0.4	H晴		芙提雅她们说，我需要增加一些幽默感，这样在给新兵训练的时候会更加融洽一些。	0	
page0.5	H主角		确实是这样没错。	0	
page0.6	H晴		所以我这几天看了一些幽默教科书，正在思考如何实践。	0	
page0.7	H主角		我怎么觉得这个方法不太对？	0	
page0.8	H晴		正好，我刚才想到了一个笑话，你猜金银铜铁我最不喜欢哪一个？	0	
page0.9	H主角		铁吗，因为最便宜。	0	
page0.10	H晴		不对，是金。因为“金天天气晴”。	0	
page0.11	H主角		……	0	
page0.12	H晴		……	0	
page0.13	H晴	Play_Mo_girl006_amazed02_065	不，不好笑吗？	0	
page0.14	H主角		我觉得，可能讲笑话确实需要一些练习。	0	
