字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H妮塔	Play_Mo_girl003_sigh01_055	哎——	0	
page0.2	H妮塔		哎！	0	
page0.3	H主角		你怎么唉声叹气的？	0	
page0.4	H妮塔		分析员，快帮我出个主意！	0	
page0.5	H妮塔		之前答应恩雅姐这周末和她一起去孤儿院，给一位小朋友过生日。	0	
page0.6	H妮塔		我还不知道送什么生日礼物好。	0	
page0.7	H主角		那你有什么想法么？	0	
page0.8	H妮塔		我原本想送玩偶，可是玩偶恩雅姐早就准备好了。	0	
page0.9	H妮塔		吃穿那些东西院长会送。	0	
page0.10	H妮塔		后来我又想到找芙提雅帮忙做一台定制型的教学机器人。	0	
page0.11	H妮塔		本来我已经做好给芙提雅打一个月下手的准备了，结果她有别的活要忙。	0	
page0.12	H妮塔		现在距离那位小朋友过生日不到三天了，我已经不知道该怎么办才好了。	0	
page0.13	H主角		妮塔也曾在孤儿院生活过吧，当你过生日的时候最期待的是什么呢？	0	
page0.14	H妮塔		哎？	0	
page0.15	H妮塔		那时候，我只希望大家能够陪着我一起度过生日这一天……	0	
page0.16	H妮塔	Play_Mo_girl003_happy01_052	我知道要送什么了！	0	
page0.17	H妮塔		不愧是分析员，靠谱！	0	
