字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		芙提雅，待会记得去资源部一趟，那边说有你的航空快件。	0	
page0.2	H芙提雅	Play_Mo_girl004_happy01_052	好耶，应该是卫城学院给我寄的礼物到了。	0	
page0.3	H主角		卫城学院吗？你已经毕业一年多了吧。	0	
page0.4	H芙提雅		是呀，学院那边前几天给我发消息，说我评选上了优秀毕业生，所以给我寄了奖品过来。	0	
page0.5	H主角		不愧是你。	0	
page0.51	H芙提雅		对了对了，她们说奖品是学院的等比模型，看起来很重的样子。分析员，能和我一起去搬一下吗？	0	
page0.6	H主角		没问题，早就听说卫城学院的建筑十分华丽，我也想见识一下了。	0	
page0.7	H芙提雅		嘿嘿，而且学院可是覆盖了半个吕克昂市，我第一次去的时候简直不敢相信。直到毕业时候，我都没把所有校区走完过。	0	
page0.8	H主角		这就是大陆顶级学府吗？我现在感觉和你们这些卫城学院的学生之间有一层厚障壁。	0	
page0.9	H芙提雅		没那么夸张！芙提雅老师确实很厉害，但分析员也很厉害啦，如果学生时代好好努力，肯定也能考上的。	0	
page0.10	H主角		不，我觉得不太现实……	0	
page0.11	H主角		毕竟卫城学院的录取率，只有百万分之一吧。	0	
