字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		……	0	
page0.2	H主角		辰星，你盯着我大半天了，是有什么话要对我说吗？	0	
page0.3	H姬辰星	Play_Mo_girl014_confused01_061	……我只是习惯性地在观察分析员。	0	
page0.4	H姬辰星		如果让你感到不快，我很抱歉。	0	
page0.5	H主角		那你的观察得出什么结论了吗？	0	
page0.6	H姬辰星		稍等， 我这就向你提交一份详细的观察分析报告。	0	
page0.7	H主角		大可不必！我们就随便聊聊吧。	0	
page0.8	H主角		先从……对了，先从对我的印象开始。	0	
page0.9	H姬辰星		分析员是个果断而坚定的人，对待海姆达尔的队员们也很体贴。	0	
page0.10	H姬辰星		看得出大家都很信任分析员。	0	
page0.11	H姬辰星		不过分析员不是轻易就能被看透的类型，我无法得出准确的结论……	0	
page0.12	H姬辰星		也许是因为我加入海姆达尔部队的时间尚短，还不够了解分析员。	0	
page0.13	H姬辰星		我想记住关于分析员的每个细节。	0	
page0.14	H主角		咳……	0	
page0.15	H主角		（怪不得她的视线从上到下，从外到里，这么全方位……）	0	
