字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		6	凯茜娅泳装			呵，抱歉，没打招呼我就偷偷溜进来了。	0	
2		0				房间中，阳光柔和地洒在地板上，映射出凯茜娅曼妙的身姿。	0	
3		0				此刻的她正倚靠在窗前，微笑着看着门口刚刚进来的我，手里把玩着一个小小的药瓶。	0	
4		0	分析员			倒也没有太惊讶，毕竟自打我们回来之后，你人就不见了。	0	
5		6	凯茜娅泳装			呵，听你这语气，是早就猜到我会在这里了吗？	0	
6		0	分析员			不然呢，你又不是初犯，而且别忘了，我可是你的“监护人”啊，如果连这点小事都猜不到又该怎么“照看”好你呢？	0	
7		6	凯茜娅泳装			……	0	
8		0				被我这么一说，凯茜娅突然停下了手中的动作，脸上闪过一丝羞恼，随后将手中的药瓶丢给了我。	0	
9		6	凯茜娅泳装			哼，在照看别人之前，照看好你自己吧。	0	
10		6	凯茜娅泳装			这是专门缓解肿痛的药膏，我随身带着的。	0	
11		0				我接过药膏，将它涂在了刚刚被水母蜇过的地方……虽说伤口早就已经被处理过了。	0	
12		6	凯茜娅泳装			怎么样？感觉好些了吗？	0	
13		0	分析员			好多了，你这药膏还挺管用的。	0	
14		6	凯茜娅泳装			呵呵呵，你还真会糊弄人，明明都没涂匀呢。	0	
15		6	凯茜娅泳装			再说，这也不是给你涂在那里的……	0	
16		0				说完，她先是蹲下身，用掌心温柔地将我腿上的药膏抹匀。	0	
17		0				随后又起身褪去我的衬衫，将药膏涂在了我那被她捏红的肩膀上……	0	
18		6	凯茜娅泳装			抱歉……刚刚在钢丝上时，没有控制好力度。	0	
19		0				随着膏药再次被抹匀，凯茜娅的语气又渐渐软了下来。	0	
20		6	凯茜娅泳装			……下次我会尽力克服对高处的恐惧的。	0	
21		0				我握住她的手腕，摇了摇头纠正了她的说法。	0	
22		0	分析员			凯茜娅，你不用立马就强迫自己去克服恐惧。	0	
23		0	分析员			我们的时间还很长，我会陪你慢慢面对的。	0	
24		6	凯茜娅泳装			嗯……	0	
25		0				少女的眉头渐渐舒展开来，但似乎还有话压在心底。	0	
26		0				明明只要再往前一步，就可以跨越那道无形的屏障，将心中的情感全部释放。	0	
27		0				然而不知为何，这一步，她却迟迟无法迈出。	0	
28		0				于是，我只能继续引导道。	0	
29		0	分析员			能告诉我吗？害怕高处的理由，以及，你所担心的事。	0	
30		0				见她点头答应后，我轻轻抚上她的手背。	0	
31		0				刹那间，我看到了这样的回忆——	0	
32		0				失去了平衡的少女，好似一团被随手丢弃的纸团般坠向地面。	0	
33		0				下落的速度很慢，慢到让她产生了还有机会逆转一切的错觉……	0	
34		0				但是，等到少女再次睁开双眼时，却发现自己早已身处泥泞。	0	
35		0	分析员			这是……	0	
36		6	凯茜娅泳装			小时候的我精力旺盛，为了在父母面前逞能，爬上了一棵很高很高的大树。	0	
37		0	凯茜娅泳装			结果却在爬上树冠的瞬间被太阳晃了眼，一不小心就摔到地上，摔坏了腿……	0	
38		0	凯茜娅泳装			之后，经过了几个月的调养，虽说我恢复了健康，但也自此对高处留下了阴影。	0	
39		0	分析员			嗯……	0	
40		0				我点了点头，回应着凯茜娅的话。	0	
41		0				虽然心里隐隐觉得她讲述的故事与我脑海中的画面有些出入，但我还是没有选择当面追问太多。	0	
42		0				只是默默地握紧了她那只微微颤抖的手，给予了她一份安慰与支持。	0	
43		0	分析员			原来如此，那的确挺糟糕的……我懂那种感觉。	0	
44		6	凯茜娅泳装			嗯，我记得你从新恒提罗摔下去过……	0	
45		0	分析员			不止那一次哦，最高记录是从太空摔下来的。	0	
46		6	凯茜娅泳装			呵……	0	
47		0				听到我的调侃，凯茜娅忍不住轻笑一声，脸上的不安也终于散去几分。	0	
48		0				见状，我继续半开玩笑着说道。	0	
49		0	分析员			返回舱质量很差，我在里面被晃得几乎失去了所有的行动能力，眼看着逃生舱即将坠入地面……但就在千钧一发之际——	0	
50		6	凯茜娅泳装			千钧一发之际？	0	
51		0	分析员			……	0	
52		0	分析员			我想起了那些关心我的人，是她们让我有了坚持下去的动力。	0	
53		0	分析员			那一瞬间，我的内心平静了下来，我决定不再被恐惧控制，我告诉自己，无论结果如何，都不要放弃希望。	0	
54		6	凯茜娅泳装			为什么如此笃定……会存在“希望”这种东西？	0	
55		0	分析员			因为我始终坚信，只要我们还活着，就还有机会去改变一切。	0	
56		0	分析员			正因如此，我才选择不再被恐惧束缚，而是竭尽全力去迎接那个充满希望的美好未来。	0	
57		6	凯茜娅泳装			原来如此……呵呵呵。	0	
58		0				虽然语气中尚有怀疑，但凯茜娅的眼中还是闪过了一丝亮光。	0	
59		6	凯茜娅泳装			谢谢你……我会牢牢记住你这些话的。	0	
60		0				少女深吸了一口气。	0	
61		0	凯茜娅泳装			其实，关于那个从高处落下的故事，我……	0	
62		0				正当凯茜娅准备继续说些什么的时候，一阵滴答声却打断了她。	0	
63		6	凯茜娅泳装			中场休息时间已经结束了吗……	0	
64		0	分析员			嗯，每次和你单独相处时，时间都过得飞快。	0	
65		6	凯茜娅泳装			是啊，明明还有很多话想对你说，还有很多事想和你一起做……	0	
66		6	凯茜娅泳装			不过算了。还是等比赛结束之后，我们再找个清静的地方慢慢聊吧。	0	
67		0				她看向我，眼中闪烁着复杂的情感。	0	
68		0	凯茜娅泳装			现在，还有其他女孩在等着你，大忙人playername……	0	
69		0				正如凯茜娅所言，水上乐园的另一端，蓄势待发的少女们早已做好了准备。	0	
70		6	猫汐尔泳装			等了这么久，总算是轮到了我上场了喵。	0	
71		4	茉莉安泳装			眨眼间，已经是最后一轮的挑战了……	0	
72		5	猫汐尔泳装			保险起见，要不要趁现在去把对面的主力选手还有分析员干掉，这样就能直接获胜了喵。	0	
73		4	悖谬泳装			哎……我们至少不能对分析员出手吧……	0	
74		6	茉莉安泳装			对谁都不能出手哦，这样子即便赢了分析员也不会高兴的。	0	
75		6	猫汐尔泳装			开个玩笑，别当真。	0	
76		6	芙提雅泳装			好紧张……两边的差距只有0.5分，以目前来看，完全不知道最后谁会赢……	0	
77		0				游艇上，芙提雅正举着大大的望远镜，全神贯注地盯着比赛现场。	0	
78		4	卡罗琳			有什么好紧张的，这样的比赛不是更有看点吗？	0	
79		5	芙提雅泳装			我知道，可是可是，我还是会忍不住去担心……	0	
80		4	卡罗琳			担心什么？	0	
81		6	安卡希雅泳装			担心比赛结束之后，真正的修罗场会降临于此吧。	0	
82		6	凯茜娅泳装			哼，那就让她们再和分析员多亲密一会儿吧，反正到了晚上playername就是我们的了。	0	
83		6	猫汐尔泳装			但是，如果继续把分析员留在那里不是很危险喵？那里都是些段位很高的女人。	0	
84		5	羽蜕泳装			保留精力……我懂了，你是想要在最后杀她们个出其不意？	0	
85		5	猫汐尔泳装			保险起见，要不要趁现在去把对面的主力给干掉，这样就能直接获胜了喵。	0	
86		6	安卡希雅泳装			你们也已经嗅到了吧，火药味已经越来越浓了。	0	
87		9	卡罗琳			虽然有些断章取义，不过为什么紫队的攻击性好像都集中在一个人身上……	0	
88		3	芙提雅泳装			呜……总之小老师不想要那样的结局。	0	
89		6	安卡希雅泳装			身为爱与和平的守护者，我也不希望看到那样的场面。	0	
90		1	卡罗琳			有什么办法可以避免这种情况发生吗？	0	
91		6	安卡希雅泳装			办法是有的，我已经做好了多种预案，下下策至少可以保证分析员的人身安全，只是……	0	
92		6	安卡希雅			到时候的战况说不定会比平时的战斗更加激烈。	0	
93		0	分析员			放心，我会处理好一切的，你就看着吧。	0	
94		6	安卡希雅			但愿如此……	0	
95		6	安卡希雅泳装			只是我还不确定，究竟有没有必要启用“应急预案”。	0	
