字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		9	卡罗琳			破浪螺旋桨游戏结束，两位选手最终得分——5分满分。	0	
2		4	猫汐尔泳装			你漏了“恭喜恭喜”。	0	
3		5	卡罗琳			知道啦，下次我会加上的……	0	
4		0	分析员			接下来又到趣味挑战环节了吧。	0	
5		6	猫汐尔泳装			不过，这次的礼盒里没有卡片喵。	0	
6		6	芙提雅泳装			嘿嘿，那是因为最后一轮的趣味挑战从一开始就已经定好了哦。	0	
7		0				芙提雅俏皮地歪着头，突然，她转过身去，轻巧地从身后抛出了一个沙包。接着手腕一翻，将那沙包抛在了我们眼前。	0	
8		6	芙提雅泳装			紫队的各位，正如你们所见，接下来你们将会和一支神秘队伍进行4v4丢沙包比赛。	0	
9		6	茉莉安泳装			丢沙包？	0	
10		0	芙提雅泳装			规则很简单，比赛开场时，会给予各位充足的沙包，要做的事只有两件——	0	
11		0	芙提雅泳装			一，通过手臂投掷出沙包命中对手。二，躲避，或者接住对手投掷过来的沙包。	0	
12		0	芙提雅泳装			如果不幸被命中一次，那么就算出局。比赛将一直持续到其中一支队伍全员出局为止。	0	
13		0	芙提雅泳装			至于奖惩机制，还是和之前的一样，如果顺利通关会追加1分奖励分，反之，会被扣除一分。	0	
14		6	芙提雅泳装			如果没有疑问的话，你们稍微准备一下就要开始比赛了哦……	0	
15		0	分析员			等等，神秘对手是谁？	0	
16		6	芙提雅泳装			好奇吗？嘿嘿，本来按照规定小老师是不能说的。	0	
17		6	芙提雅泳装			不过既然是分析员好奇，那就提前透露给你们吧。	0	
18		9	芙提雅泳装			你们的对手，将会是我，以及，“我们”哦。	0	
19		6	悖谬泳装			没想到芙提雅老师居然准备了那么多和自己一模一样的分身机器人……	0	
20		6	猫汐尔泳装			真是卫城学院高材生独有的恶趣味呢喵。	0	
21		0				你没资格说她吧……	0	
22		6	茉莉安泳装			虽说和本体长得一模一样，但她们的运动能力应该要比本体强上许多，不过至于到底强多少，还没法下定论。	0	
23		0	分析员			嗯，所以这一轮我打算准备些后手。	0	
24		6	茉莉安泳装			后手？	0	
25		0				我点了点头，随后，便向少女解释了我接下来的打算……	0	
26		0				很快，赛前准备阶段结束后，我们便被带到了酒店门前的码头空地上。	0	
27		0	分析员			集中精神，一会儿哨声响了，我们就按计划中的战术来击溃芙提雅们吧。	0	
28		6	茉莉安泳装			嗯，我去吸引芙提雅们的注意力。	0	
29		6	悖谬泳装			分身机器人就交由我和莫尔索来击溃吧。	0	
30		6	猫汐尔泳装			我来接住飞盘喵。	0	
31		0	分析员			不是飞盘，是沙包，总之防守的任务就交给猫汐尔了，记得要看准时机反击。	0	
32		6	猫汐尔泳装			嗯，明白了喵。	0	
33		6	芙提雅泳装			……哼，真是一群自大的家伙，居然当着我的面就把战术说出来了，也太小瞧芙提雅老师了吧。	0	
34		6	芙提雅泳装			这次，就让你们吃吃苦头吧。	0	
35		9	卡罗琳			两边选手各就各位……比赛——	0	
36		9	卡罗琳			正式开始！	0	
37		0	分析员			茉莉安，跟上我！	0	
38		6	茉莉安泳装			嗯，我来掩护你！	0	
39		0				比赛开始的瞬间，我与茉莉安就率先冲到场地中央，顺利抢到一组沙包。	0	
40		0	分析员			看招！	0	
41		0				接着，我迅速地瞄准了躲在后方的芙提雅本体，打出了一记快投——	0	
auto_9		9	悖谬泳装			分析员的攻击被接住了？！	0	
43		6	芙提雅泳装			哼，芙提雅小老师早就看透你们的计谋了！这台A型芙提雅已经锁定住你们了。	0	
44		0	分析员			那可正合我意，琴诺，莫尔索，就是现在！	0	
45		6	芙提雅泳装			什么？	0	
46		6	悖谬泳装			嘿呀——！	0	
47		0				随着琴诺的一声娇滴滴的怒吼，一枚沙包便如炮弹般离手，径直飞向了A型芙提雅。	0	
48		0				因为有莫尔索帮忙的原因，这一发力道极大，A型一个不留神就被击中了手臂，被迫出局。	0	
49		9	悖谬泳装			呜哇——！！！	0	
