字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	旁白		恒约次日，辰星并没有因为在假期中赖床多睡一会，而是一如既往地早早便起床洗漱。		2.5版本随机事件
page1.2	H主角		辰星，公司给我们批了假期，你不用这么早起床。		2.5版本随机事件
page1.3	H主角		如果觉得累的话，再睡个回笼觉也可以。		2.5版本随机事件
page1.4	H姬辰星		我只是习惯了这个时间起床，并没有逞强。况且……		2.5版本随机事件
page1.5	旁白		她的脸上突然泛起一抹嫣红，目光也随之闪烁起来。		2.5版本随机事件
page1.6	H姬辰星		累……恒约本就是人生大事，累也无妨……		2.5版本随机事件
page1.7	H主角		是我太勉强你了。		2.5版本随机事件
page1.8	H姬辰星		郎君不必如此……辰星已是你的人，郎君要如何……随你的心意就好。		2.5版本随机事件
page1.9	H主角		（嗯……脸更红了呢。）		2.5版本随机事件
page1.10	H姬辰星		不过，我倒是确实有一件事，想让郎君替我来做。		2.5版本随机事件
page1.11	H主角		什么事？		2.5版本随机事件
page1.12	H姬辰星		郎君，可以为我梳发吗。		2.5版本随机事件
page1.13	H主角		当然可以，这也是朔州的习俗吗？		2.5版本随机事件
page1.14	H姬辰星		是的。恒约后，我已将自己完全交付与你，由心至身，甚至包括每一缕发丝……大致是这番含义。		2.5版本随机事件
page1.15	H姬辰星		不过，昨日郎君你也相当操劳，若是觉得疲惫，也可以改天再……		2.5版本随机事件
page1.16	H主角		辰星，你的要求，我怎么会拒绝？		2.5版本随机事件
page1.17	H主角		事不宜迟，你来教我应该怎么做吧。		2.5版本随机事件
page1.18	H姬辰星		好。		2.5版本随机事件
page1.19	旁白		在辰星的辅助下，稍微有些手忙脚乱地为她梳理了头发……		2.5版本随机事件
page1.20	旁白		只是，梳好头发后，她似乎并没有出门的打算，而是撒娇一般地抱住了我。		2.5版本随机事件
page1.21	H姬辰星		郎君愿意陪辰星如此践行朔州的风俗，让辰星想起，刚刚……我还少说了一件事。		2.5版本随机事件
page1.22	旁白		温热的躯体贴着我的手臂，幽兰一般的香气在我耳边轻语出声。		2.5版本随机事件
page1.23	H姬辰星		今日，按习俗，郎君应与我……		2.5版本随机事件
page1.24	H姬辰星		彼此相伴，寸步不离。		2.5版本随机事件
					
					
					
