字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H妮塔		分析员，可算找到你啦。		2.5版本随机事件
page1.2	H妮塔		快尝尝，基地零食柜上新了朔州风味的零食，可好吃了！		2.5版本随机事件
page1.3	H主角		消息够灵通的啊，妮塔总是能第一个知道这些。		2.5版本随机事件
page1.4	H妮塔		天天在零食柜里拿吃拿喝，我觉得我都可以兼任零食柜管理员了，哈哈！		2.5版本随机事件
page1.5	H主角		也不是不行，那妮塔觉得咱们零食柜还有什么地方需要改进吗？		2.5版本随机事件
page1.6	H妮塔		像现在这样就很好啦，反正我是不挑食的。		2.5版本随机事件
page1.7	H妮塔		如果能定期上新一些各地特产……对了！更营养、更健康的低脂零食也多来点，那就再好不过了！		2.5版本随机事件
page1.8	H主角		不错不错，予以采纳。		2.5版本随机事件
page1.9	H主角		不过只吃零食可不行。走吧，正好到饭点了，咱们吃大餐去。		2.5版本随机事件
page1.11	H妮塔		好哎！		2.5版本随机事件
