字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		分析员，请您帮帮我~		2.5版本随机事件
page1.2	H主角		不会又是拍电影吧？		2.5版本随机事件
page1.3	H薇蒂雅		嗯，是的！不过这次是先尝试做个短片。		2.5版本随机事件
page1.4	H薇蒂雅		但要到正式拍摄阶段还要等很长一段时间，因为我在一开始就遇到了困难……		2.5版本随机事件
page1.5	H主角		让成熟导演都犯难的事吗？说说吧，我会尽全力帮你的。		2.5版本随机事件
page1.6	H薇蒂雅		分析员看过朔州的武侠电影吗？		2.5版本随机事件
page1.7	H主角		好像还真没看过。		2.5版本随机事件
page1.8	H薇蒂雅		我最近对朔州武侠电影非常感兴趣，总觉得分析员简直就是侠客的化身！		2.5版本随机事件
page1.9	H薇蒂雅		所以我熬了一周做这个短片的剧本、分镜。		2.5版本随机事件
page1.10	H主角		怪不得前段时间你都赖在房间里。遇到什么难题了？		2.5版本随机事件
page1.11	H薇蒂雅		是动作……		2.5版本随机事件
page1.12	H薇蒂雅		我试了很久，都没有找到让那套动作看起来更行云流水的关窍。		2.5版本随机事件
page1.13	H薇蒂雅		分析员，可以陪我研究下武术动作吗？我想进行一些新的尝试。		2.5版本随机事件
page1.14	H主角		可以是可以，但我并不是这方面的专家啊……		2.5版本随机事件
page1.15	H薇蒂雅		没事，我们可以一起看朔州电影深度研究~		2.5版本随机事件
page1.16	H薇蒂雅		你看，那些动作靠我一个人做不来的。		2.5版本随机事件
page1.17			（薇蒂雅打开了投影，循环播放朔州武侠电影资料）		2.5版本随机事件
page1.18	H薇蒂雅		分析员，对！就这样……		2.5版本随机事件
page1.19	H薇蒂雅		再这样~然后这样！		2.5版本随机事件
page1.20			原来薇蒂雅所说的“新的尝试”，是双人武术动作。		2.5版本随机事件
page1.21			她还给这些动作取了独特的名字，比如耳鬓厮磨步、柔情蜜意掌……		2.5版本随机事件
page1.22			虽然觉得武侠电影里做这个有点荒谬，但还是陪她研究到了很晚。		2.5版本随机事件
