字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H苔丝		早上好呀，分析员~		2.5版本随机事件
page1.2	H主角		早上好，苔丝是专门在这里等着我吗？		2.5版本随机事件
page1.3	H苔丝		有一件事想赶紧告诉分析员，所以今天醒得特别早呢！		2.5版本随机事件
page1.4	H主角		哦？是新的魔术？		2.5版本随机事件
page1.5	H苔丝		是……也不全是~成功与否还要靠分析员来确认才行，我们先来玩一个小游戏吧！		2.5版本随机事件
page1.6	H苔丝		请分析员看着我，然后默想一件服装。分析员心里知道就好，先不要说出来~		2.5版本随机事件
choice01			黑色的魔术演出服		2.5版本随机事件
choice02			红色的格子百褶裙		2.5版本随机事件
page2.1	H主角		嗯，我想好了。		2.5版本随机事件
page2.2	H苔丝		嗯~嗯~如果顺利的话，现在我已经探知到分析员的内心了哦~		2.5版本随机事件
page2.3	H苔丝		那么……让我好好感受一下……		2.5版本随机事件
page2.4	H苔丝		分析员想到的，是红色……红色的裙子！更具体的话……红色格子的百褶裙？我说对了吗？		2.5版本随机事件
choice03			厉害！完全正确。		2.5版本随机事件
choice04			不太一致，还要继续努力哦。		2.5版本随机事件
page3.1	H苔丝		成功了！		2.5版本随机事件
page3.2	H苔丝		嘿嘿，这就是苔丝为你设计的新节目啦。		2.5版本随机事件
page3.3	H苔丝		充满爱意的读心魔法，只对分析员生效哦！		2.5版本随机事件
page4.1	H苔丝		呜……刚才有点纠结，也许分析员想的是魔术演出服……		2.5版本随机事件
page4.2	H苔丝		但是苔丝不会放弃的！想与分析员一起实现的魔法，也许还需要更深入的研究……		2.5版本随机事件
page4.3	H苔丝		分析员会一直帮助我的，对吧？		2.5版本随机事件
