字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H猫汐尔		加热之后达到高温的物体，如果触碰一下……		2.5版本随机事件
page1.2	H猫汐尔		呃啊！虽然感觉不到痛，但手指有点麻，不太舒服。		2.5版本随机事件
page1.3	H猫汐尔		哼唔……		2.5版本随机事件
page1.4	H猫汐尔		高温液体的口感……有点黏稠，不过可能是因为这是热可可的缘故……		2.5版本随机事件
page1.5	H猫汐尔		高温的环境下，水以气态分布于空气中，虽然呼吸开始有点不顺畅，但暂时也还好……		2.5版本随机事件
page1.6	H主角		今天基地大厅怎么又湿又热……难道是空气调节设备坏掉了吗？		2.5版本随机事件
page1.7	H猫汐尔		分析员？快……快来感受一下我模拟的温泉环境……		2.5版本随机事件
page1.8	H主角		？		2.5版本随机事件
page1.9	H猫汐尔		你也听说那件事了吧？说是以后可以在基地里泡温泉了喵。		2.5版本随机事件
page1.10	H猫汐尔		虽然不太适应长时间泡在热水里，但是分析员到时候也会去的吧，所以……呼（深呼吸）……提前练习喵……		2.5版本随机事件
page1.11	H主角		等等，我觉得有点喘不上来气了，总之得先把环境调回去！		2.5版本随机事件
page1.12			一番操作与等待之后，环形大厅的环境终于恢复正常。		2.5版本随机事件
page1.13	H主角		所以你是想提前适应温泉的环境才做了这一系列尝试……		2.5版本随机事件
page1.14	H猫汐尔		……抱歉喵，这次没有控制好。		2.5版本随机事件
page1.15	H主角		其实不用担心，基地的各种设施首先会保证大家的舒适体验，猫汐尔不要勉强自己。		2.5版本随机事件
page1.16	H猫汐尔		没有不喜欢……只是想和分析员一直一直一起泡在温泉里喵。		2.5版本随机事件
page1.17	H主角		（呃，如果是这样的话，可能我也得提前练习一下这方面的耐力了。）		2.5版本随机事件
