字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			走廊上有个单瘦的背影，紧盯着地面来回巡视。		2.5版本随机事件
page1.2	H琴诺		唔……到底去哪里了呢？		2.5版本随机事件
page1.3	H主角		是在找什么吗？		2.5版本随机事件
page1.4	H琴诺		唔哇！是分析员儿！		2.5版本随机事件
page1.5			少女惊喜过后，又扭捏地用指尖撩弄起发尾，不好意思地别过头去。		2.5版本随机事件
page1.6	H琴诺		唔嗯……打扫时候莫尔索觉得无聊，说什么都一定要去找分析员。于是琴诺和她站在门口争论好久。		2.5版本随机事件
page1.7	H琴诺		结束后才发现，扫地机器人已经不在屋里了唔。		2.5版本随机事件
page1.8	H主角		原来是扫地机器人离家出走了哇哈哈哈哈。		2.5版本随机事件
page1.9	H琴诺		唔嗯，扫地机器人平时就爱撞琴诺后脚跟，这次又离家出走的。它是不是不喜欢琴诺唔。		2.5版本随机事件
page1.10	H主角		不是喔，它只是想帮小琴诺和莫尔索找到她们的分析员喔。		2.5版本随机事件
page1.11	H琴诺		诶？		2.5版本随机事件
page1.12	H主角		刚刚有个小家伙在咚咚咚突击我的房门，所以我就过来找你了。		2.5版本随机事件
page1.13	H琴诺		琴诺的扫地机器人，竟然去分析员儿房里了！		2.5版本随机事件
page1.14	H主角		是喔，在我房里喔。		2.5版本随机事件
page1.15	H主角		所以，愿意跟我一起回……		2.5版本随机事件
page1.16	莫尔索		当然愿意！		2.5版本随机事件
page1.17			莫尔索突然上线，像是生怕错失良机似的，抢答着回应了我。		2.5版本随机事件
