字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		嗯？		2.5版本随机事件
page0.2	？？？		猜~猜~我是谁？		2.5版本随机事件
choice01			当然是美丽动人的……		2.5版本随机事件
choice02			当然是喜欢刺激的……		2.5版本随机事件
choice03			当然是我亲爱的……		2.5版本随机事件
page1.1	？？？		可真硬啊~分析员的嘴。快说出我的名字。		2.5版本随机事件
page1.2	H主角		这可不只是名字的问题，这是我们之间信赖与否的问题。		2.5版本随机事件
page1.3	？？？		那么~我们之间的信赖程度如何呢？		2.5版本随机事件
page1.4	H主角		第一秒就知道是你了，快到我面前来吧，凯茜娅。		2.5版本随机事件
page1.5	H凯茜娅		表现不错，算你过关。		2.5版本随机事件
page1.6	H主角		我这可是实打实的满分过关，有没有奖品？		2.5版本随机事件
page1.7	H凯茜娅		这都被你猜到了？嗯……奖品就藏在我身上，“奖励”分析员自己来寻找哦。		2.5版本随机事件
page1.8	H主角		找到之后呢？我可等着你的隐藏奖励呢。		2.5版本随机事件
page1.9	H凯茜娅		呵呵，你真是……越来越了解我了。		2.5版本随机事件
page1.10	H凯茜娅		隐藏的奖励，晚上我再告诉你。		2.5版本随机事件
