字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		工作一直忙到现在，瑟瑞斯等很久了吧？		2.5版本随机事件
page1.2	H瑟瑞斯		没有没有，我也刚刚到呢。毕竟这次是我临时约分析员在这里碰面的。		2.5版本随机事件
page1.3	H瑟瑞斯		我是想跟分析员说……呃，是什么来着……		2.5版本随机事件
page1.4	H主角		没关系，你慢慢回忆。		2.5版本随机事件
page1.5	H瑟瑞斯		想起来了！是关于分析员送给我的月球灯，今天打开的时候发现不亮了。		2.5版本随机事件
page1.6	H瑟瑞斯		已经习惯了每天在月球灯的陪伴下入睡……呜呜，是不是被我用坏了。		2.5版本随机事件
page1.7	H主角		应该不是瑟瑞斯的问题，我和你一起回房间看看吧。		2.5版本随机事件
page1.8	H主角		只是接触不良，小问题，你看，已经修好了。		2.5版本随机事件
page1.9	H瑟瑞斯		真的呢！分析员好厉害~看来以后我得更小心更爱惜地使用。		2.5版本随机事件
page1.10	H主角		看来瑟瑞斯真的很喜欢这个月球灯。		2.5版本随机事件
page1.11	H瑟瑞斯		那是当然，因为是分析员送的嘛~看着它的时候，就好像和分析员一起沐浴在安静的月光下……		2.5版本随机事件
page1.12	H瑟瑞斯		我想到了！分析员，下次约会我们就一起去天文馆吧！		2.5版本随机事件
