字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			少女落寞地垂眸，视线落在一把崭新的梳子上。		2.5版本随机事件
page1.2	H芬妮		唔……分析员送我梳子，是觉得我的头发经常会乱吗？		2.5版本随机事件
page1.3			少女别过头，有些委屈地继续嘟哝道起来。		2.5版本随机事件
page1.4	H芬妮		明明每天都认真打理过的，怎么还会在分析员面前出纰漏……		2.5版本随机事件
page1.5	H主角		不是喔，分析员的小狮子，每天的发型都很精致。		2.5版本随机事件
page1.6	H主角		关于这点，你大可昂首挺胸，一如既往地自信起来。		2.5版本随机事件
page1.7	H芬妮		那为什么突然送梳子哇？		2.5版本随机事件
page1.8	H主角		嗯哼，可能是因为最近看了一部动物纪录片，里面提到狮子即将进入掉毛的季节了吧。		2.5版本随机事件
page1.9	H芬妮		分析员！		2.5版本随机事件
page1.10	H主角		好嘛好嘛，芬妮不气，你有一头最完美最闪耀的金色头发。		2.5版本随机事件
page1.11	H主角		来，让我顺毛摸摸。		2.5版本随机事件
page1.12			指尖轻抚着她柔软的发丝。每每拨弄，熟悉的发香就荡漾而来。		2.5版本随机事件
page1.13			记不清从何时起，这香味成了我常用的洗发水的味道了。		2.5版本随机事件
