字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H伊切尔		呜呜哇呜，分析员不要凶伊切尔。		2.5版本随机事件
page1.2	H伊切尔		伊切尔知道错了，分析员不要生伊切尔的气。		2.5版本随机事件
page1.3	H主角		那以后还把生菜叶藏口袋里吗？		2.5版本随机事件
page1.4	H伊切尔		不了唔。		2.5版本随机事件
page1.5	H主角		这还差不……		2.5版本随机事件
page1.6	H伊切尔		就算藏，回基地之前也要及时扔掉。（小声嘀咕）		2.5版本随机事件
page1.7	H主角		嗯？那太可惜了，之前听说伊切尔最近有认真吃蔬菜。		2.5版本随机事件
page1.8	H主角		于是，我还专门给这么乖的伊切尔准备了小奖励。		2.5版本随机事件
page1.9	H主角		看来伊切尔不但是这次，下次也拿不到这份奖励咯。		2.5版本随机事件
page1.11	H伊切尔		不要不要！伊切尔要奖励！伊切尔想要分析员的奖励！		2.5版本随机事件
page1.13	H主角		不行不行，这可是我给爱吃蔬菜的乖乖伊切尔准备的，现在的伊切尔还拿不到喔。		2.5版本随机事件
page1.15	H伊切尔		呜呜呜，伊切尔下次不把生菜叶藏口袋里了呜呜。		2.5版本随机事件
page1.17	H主角		那也不把生菜偷偷夹别人碗里？		2.5版本随机事件
page1.19	H伊切尔		唔嗯。		2.5版本随机事件
page1.21	H主角		更不会吃完蔬菜后吵嚷着说自己中毒，需要更多肉肉和甜品做解药？		2.5版本随机事件
page1.23	H伊切尔		呜呜，不会了呜呜呜。		2.5版本随机事件
page1.25	H主角		嗯哼，那这次奖励就不克扣了。尝尝这个，为伊切尔特别定制的【豹豹奶昔】。		2.5版本随机事件
page1.27	H主角		（其实是紫甘蓝香蕉奶昔，当然我不能直接告诉伊切尔里面有紫甘蓝这份蔬菜）		2.5版本随机事件
page1.29	H伊切尔		哇？这是……淡紫！香芋小点心的颜色！		2.5版本随机事件
page1.31	H伊切尔		咕噜咕噜咕噜……		2.5版本随机事件
page1.33	H伊切尔		唔哇！好甜好好喝！伊切尔以后想天天喝！		2.5版本随机事件
