字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		呜哇，一定还有更好的实验方法……		2.5版本随机事件
page1.2	H主角		芙提雅？		2.5版本随机事件
page1.3	H芙提雅		绝不能容忍就这样让步……		2.5版本随机事件
page1.4	H主角		芙提雅，怎么了？		2.5版本随机事件
page1.5	H芙提雅		啊！是分析员啊，抱歉，我想问题想得太投入。		2.5版本随机事件
page1.6	H主角		看你坐在这好久，眉头就没展开过。什么事儿让我们小老师都犯了难？		2.5版本随机事件
page1.7	H芙提雅		哎呀，说起这个，真是气到我了！		2.5版本随机事件
page1.8	H芙提雅		卫城学院新发布了一批研究报告，你知道，我一直有关注这些。		2.5版本随机事件
page1.9	H主角		嗯，这不是挺好的吗，怎么生气了？		2.5版本随机事件
page1.11	H芙提雅		很多项目使用的研究方法太陈旧，得出的结果也无益于实际，只会白白浪费经费。		2.5版本随机事件
page1.13	H芙提雅		我提出了质疑，但她们却说我提出的理论过于前卫，无法被广泛认同，因此驳回了我的质疑。		2.5版本随机事件
page1.15	H芙提雅		到底是做真正有用的研究重要，还是所谓的被认同重要啊！		2.5版本随机事件
page1.17	H主角		别急，科学研究这种事在芙提雅心中是神圣的，这一点我非常清楚。		2.5版本随机事件
page1.19	H芙提雅		果然还是分析员最懂我了，你这么一说我好像不那么气愤了……		2.5版本随机事件
page1.21	H主角		在大厅闷了一天，不如一起出去走走吧。我来帮你出主意，怎么样？		2.5版本随机事件
