字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page0.1	唔，分析员……	唔，分析員…	……っ。分析員……	윽, 분석가…	Agh, Adjutant...						0	
page0.2	不舒服吗？是不是身体情况还是不太稳定。	不舒服嗎？是不是身體狀況還是不太穩定。	どうした？体調がまだ完全には回復してないんじゃないのか？	어디 불편해? 몸 상태가 아직 안정적이지 못하신 것 같아.	What's wrong? Are you not feeling well?						0	
page0.3	那倒没有。	那倒沒有。	そうじゃない。	그건 아니야.	No, it's not that.						0	
page0.4	进入这个空间之后，疲惫感减少了很多。	進入這個空間之後，疲憊感減少了許多。	むしろ、この空間に入ってからは、疲労感もだいぶマシになっている。	이 공간에 들어오면서 피곤함이 많이 줄었어.	Ever since we entered this space, I've felt a lot less tired.						0	
page0.5	总之，现在的感觉有点奇妙。	總之，現在的感覺有點奇妙。	でも、なんだか妙な感じがするんだ。	아무튼 지금 느낌이 좀 묘해.	It's kind of a strange feeling, honestly.						0	
page0.6	什么感觉？	什麼感覺？	妙？例えば、どんな感じなんだ？	무슨 느낌이야?	Strange how?						0	
page0.7	让人放下戒备，止不住地想要松懈下来。	讓人放下戒備，止不住地想要鬆懈下來。	すごく落ち着く。警戒するのも忘れてしまいそうだ。	경계를 늦추고 쉴 새 없이 긴장을 풀게 한다.	The relaxing atmosphere here... I can't help but let my guard down.						0	
page0.8	我以为你不喜欢这些形式花哨的东西。	我以為你不喜歡這些形式花俏的東西。	君はこういうのは苦手だと思っていたよ。	나는 네가 이런 화려한 물건을 좋아하지 않는다고 생각했다.	I thought you weren't a fan of these flashy events.						0	
page0.9	嗯……但我想和分析员独处，一起尝试不同的事物、	嗯……但我想和分析員獨處，一起嘗試不同的事物。	ああ……でもお前とふたりきりになって、いろんなことを試してみたいんだ。	음… 하지만 분석가와 단둘이 있으면서 뭔가 다른 걸 해보고 싶어.	I'm not... But I thought it would be nice to try something new with you — just the two of us.						0	
page0.10	不过总觉得，你不像平时那样自在。	不過總覺得，你不像平常那​​麼自在。	でも確かに、普段の君と様子がちょっと違うかもしれない。	하지만 늘 네가 평소처럼 그렇게 자유롭지 않은 것 같아.	But you seem a bit tense.						0	
