字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		5	安卡希雅泳装		Play_Vo_dlc32st1_girl001_01	怎么样，这个“新手道具”还算有意思吧？	0	3.2主线剧情
2		5	安卡希雅泳装		Play_Vo_dlc32st1_girl001_02	待会开始演绎桌团后，可别忘记它的使用方法哦。	0	3.2主线剧情
3		4	芬妮澄意		Play_Vo_dlc32st1_girl008_01	这个照相机是还挺好玩的啦，但……	0	3.2主线剧情
4		0				芬妮皱了皱眉头，看了眼头顶正发出嗡嗡声响的无人机。	0	3.2主线剧情
5		4	芬妮澄意		Play_Vo_dlc32st1_girl008_02	这些从刚才就跟在旁边的家伙是怎么回事？	0	3.2主线剧情
6		5	安卡希雅泳装		Play_Vo_dlc32st1_girl001_03	哦，这是待会用来增加恐怖气氛的氛围组，提前放出来热热机。	0	3.2主线剧情
7		5	安卡希雅泳装		Play_Vo_dlc32st1_girl001_04	放心~它们没什么攻击能力，不会伤害到大家的。	0	3.2主线剧情
8		0				安卡希雅的嘴角弯出一个小小的弧度，看起来对自己的各项布置颇为满意。	0	3.2主线剧情
9		0	分析员泳装			那接下来，我们是不是可以开始游戏了？	0	3.2主线剧情
10		6	安卡希雅泳装		Play_Vo_dlc32st1_girl001_05	嗯哼，跟我来~	0	3.2主线剧情
11		6	安卡希雅泳装		Play_Vo_dlc32st1_girl001_06	我们从那边的电梯下去就能直达酒店大厅了，那儿就是本次演绎桌团的出生点了。	0	3.2主线剧情
12		0				安卡希雅指了指不远处的电梯，并快步走到最前面给大家带起了路。	0	3.2主线剧情
13		0				快到电梯口时，终端的震动感从衣服口袋传来。	0	3.2主线剧情
14		0				点开信息，简短的文字铺开于屏幕上，言辞间透着淡淡的担忧。	0	3.2主线剧情
15		4	悖谬泳装		Play_Vo_dlc32st1_girl007_01	分析员儿，我和莫尔索考虑了很久，还是决定跟您坦白。	0	3.2主线剧情
16		4	悖谬泳装		Play_Vo_dlc32st1_girl007_02	待会我和莫尔索会在游戏里客串NPC，我们担心……	0	3.2主线剧情
17		5	莫尔索悖谬		Play_Vo_dlc32st1_meursault_01	担心……呃……	0	3.2主线剧情
18		0				看着屏幕上一直闪烁着“正在输入中”的提示，我忍不住轻笑出声。	0	3.2主线剧情
19		0				脑海中已经能够想象出她们两个此刻抓耳挠腮的模样。	0	3.2主线剧情
20		0				为了安抚她们忐忑的心情，我快速敲击屏幕回复起来。	0	3.2主线剧情
21		0	分析员泳装			安卡希雅开动员大会的时候，我可是一直在场呢。	0	3.2主线剧情
22		0	分析员泳装			对你们会准备什么，早就心里有数了，所以不用担心。	0	3.2主线剧情
23		0	分析员泳装			相反，我还期待琴诺和莫尔索的出场哦。	0	3.2主线剧情
24		0				与其说是动员大会，不如说是恐怖电影鉴赏会……	0	3.2主线剧情
25		9	安卡希雅病号服		Play_Vo_dlc32st1_girl001_07	我宣布，“演绎桌团”幕后小队动员大会，正式开始！	0	3.2主线剧情
26		0				安卡希雅拿着她用报刊纸卷出的简陋喇叭，站在床上，颇有几分领导者的气势。	0	3.2主线剧情
27		0				在激情宣言结束后，她还刻意停顿了一下，似乎在等待些什么。	0	3.2主线剧情
28		4	琴诺病号服		Play_Vo_dlc32st1_girl007_03	好耶！	0	3.2主线剧情
29		0				坐在地上的琴诺卖力地鼓掌，大概是把莫尔索的份也算了进去。	0	3.2主线剧情
30		0				一旁的薇蒂雅表情倒是有些困惑。	0	3.2主线剧情
31		5	薇蒂雅病号服		Play_Vo_dlc32st1_girl018_01	我记得，分析员大人不是首批测试的玩家吗？他也来参加动员会，岂不是会被剧透？	0	3.2主线剧情
