字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				正在我和芬妮往大厅赶时，终端滴滴滴地响了起来。	0	3.2主线剧情
2		0				接通后，克罗瑞娜急切的声音从里面传来。	0	3.2主线剧情
3		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_01	分析员，一个好消息，和一个坏消息，你要先听哪个？	0	3.2主线剧情
e-1	e-1	0					0	3.2主线剧情
4	e-1-1	0				好消息	0	3.2主线剧情
5	e-1-1-1	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_02	好消息就是……	0	3.2主线剧情
6	e-1-1-2	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_03	大量的实验数据显示，人体对SpH-L12产生的过敏反应仅会持续三分钟左右，并且会很快产生抗体。	0	3.2主线剧情
7	e-1-1-3	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_04	也就是说SpH-L12的危险性并不高，只要度过刚开始过敏那几分钟，之后就不太会有问题了。	0	3.2主线剧情
8	e-1-1-4	0				听到这里，芬妮长长地舒了口气，笑容也更加轻松。	0	3.2主线剧情
9	e-1-2	0				坏消息	0	3.2主线剧情
10	e-1-2-1	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_05	啊呜……坏消息就是……	0	3.2主线剧情
11	e-1-2-2	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_06	SpH-L12还有不小的科研价值，如果直接摧毁，对吉诺拉公司来说，是笔不小的损失。	0	3.2主线剧情
12	e-1-2-3	6	克罗瑞娜		Play_Vo_dlc32st2_girl022_07	虽然这损失也不是承担不起，但就怕被股东们小题大做……	0	3.2主线剧情
13	e-1-2-4	0				克罗瑞娜的话没有说完，话语间满是为难。	0	3.2主线剧情
14	e-1-2-5	6	奈莉德泳装		Play_Vo_dlc32st2_girl021_01	这么看来，回收SpH-L12才是最佳选择。	0	3.2主线剧情
15	e-1-2-6	0				奈莉德压低了声音，可见她在刻意回避米娅。	0	3.2主线剧情
16	e-1-2-7	0				米娅作为普通人，知道这株奇异植物的存在后，难免害怕焦虑。	0	3.2主线剧情
17	e-1-2-8	0				与其增加不稳定因素，瞒着她才是最好的选择，这一点我倒是和奈莉德不谋而合。	0	3.2主线剧情
18	e-1-2-9	0				毕竟，这株奇异植物对我们来说还不算什么大事，但要是吓到米娅这样的普通人就不好了。	0	3.2主线剧情
19		6	芬妮澄意		Play_Vo_dlc32st2_girl008_01	那我们现在该怎么做？总不能拿着渔网去抓它吧？	0	3.2主线剧情
20		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_08	唔……SpH-L12孢子离体后，花根处会分泌蕴含生物信息的“退化酶”。	0	3.2主线剧情
21		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_09	只要取得退化酶，再注射进孢子里的话，孢子就能发出“逆生长”指令，退化到幼年状态。	0	3.2主线剧情
22		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_10	这样的话，很容易就能把它关回培养仓里了。	0	3.2主线剧情
23		0	分析员泳装			我没记错的话，酒店下面就是博物馆，SpH-L12的花根应该就在那里了？	0	3.2主线剧情
24		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_11	嗯，没错。	0	3.2主线剧情
25		6	瑟瑞斯悠游		Play_Vo_dlc32st2_girl013_01	分析员，让我去吧！现在我的位置，离博物馆最近。	0	3.2主线剧情
26		0				就在瑟瑞斯说话时，她那边传来了急促的脚步声，听上去已经在往博物馆靠近了。	0	3.2主线剧情
27		0	分析员泳装			瑟瑞斯，等等！	0	3.2主线剧情
28		0				想到刚才芬妮的状态，我立刻喝止住了瑟瑞斯的行动。	0	3.2主线剧情
29		0	分析员泳装			花根处会存在孢子素吗？	0	3.2主线剧情
30		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_12	抱歉，是我忽略了这一点。	0	3.2主线剧情
31		6	克罗瑞娜		Play_Vo_dlc32st2_girl022_13	花根处会残留大量孢子素，所以瑟瑞斯……唔……	0	3.2主线剧情
32		6	芬妮澄意		Play_Vo_dlc32st2_girl008_02	那几分钟还是挺不好受的……	0	3.2主线剧情
33		6	芬妮澄意		Play_Vo_dlc32st2_girl008_03	还是让我去吧，毕竟按照克罗瑞娜说的，我现在应该已经有抗体了才对。	0	3.2主线剧情
34		4	瑟瑞斯悠游		Play_Vo_dlc32st2_girl013_02	诶？这话的意思是……	0	3.2主线剧情
35		5	芬妮澄意		Play_Vo_dlc32st2_girl008_04	咳咳，就是刚才本小姐一时大意了。	0	3.2主线剧情
