字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		6	系统音			“尊敬的分析员，本次航班即将抵达前端小镇，请您做好下船准备……”	0	3.2绘梦沙盘包装剧情
2		0				站在游艇的甲板上，远远地眺望向远处的卫城学院。	0	3.2绘梦沙盘包装剧情
3		0				这座古老的学院静静坐落于山畔，宁静祥和之下……	0	3.2绘梦沙盘包装剧情
4		9	莉琪			分——析——员——	0	3.2绘梦沙盘包装剧情
5		0				还没下船，就看到码头乌泱泱的人群中某个“长颈鹿”正一蹦一蹦向我招手。	0	3.2绘梦沙盘包装剧情
6		6	露娜			分析员，莉琪和她的……五十七名同学一起来接应我们了。	0	3.2绘梦沙盘包装剧情
7		0	分析员无帽			总感觉莉琪这家伙又给我制造了些麻烦……	0	3.2绘梦沙盘包装剧情
8		0				果然，刚刚登上码头，卫城学院学生们便把我围了起来。	0	3.2绘梦沙盘包装剧情
9		0				周围顿时响起了吵吵嚷嚷的声音，似乎是在讨论我的到来。	0	3.2绘梦沙盘包装剧情
10		6	演绎桌团爱好者			D20=20！难不成今天我要有什么奇遇？天哪居然是分析员大人，这简直比圣骑士神圣斩击败巨龙的瞬间还要快乐！	0	3.2绘梦沙盘包装剧情
11		0	不自信的女生			呜呜呜分析员会不会注意到我正在颤颤巍巍地看着他但我也很想和分析员见一面握个手甚至是说上两句话……	0	3.2绘梦沙盘包装剧情
12		0	朔州古文爱好者			……是日天昏地暗，雷光乍现，那埃达于天幕中尽现……分析员破空而出，于刹那间将埃达伏诛……	0	3.2绘梦沙盘包装剧情
13		0				怎么还有用我经历说书的！	0	3.2绘梦沙盘包装剧情
14		0				内心中吐槽了一句，这时我注意到，那只搞怪的长颈鹿略显滑稽地从人群中挤了过来。	0	3.2绘梦沙盘包装剧情
15		0				我板着脸，一副严肃的模样看着这个戴着长颈鹿头套的少女。	0	3.2绘梦沙盘包装剧情
16		0	分析员无帽			莉琪，我不是说好了要低调行事！	0	3.2绘梦沙盘包装剧情
17		6	莉琪			欸嘿嘿嘿嘿……	0	3.2绘梦沙盘包装剧情
18		6	莉琪			我只告诉了几个要好的同学，她们也答应我只告诉自己最亲近的人，结果嘛……	0	3.2绘梦沙盘包装剧情
19		0				她微微低头，尴尬地挠了挠自己长颈鹿头套。	0	3.2绘梦沙盘包装剧情
20		0				叹了口气，无奈地摇了摇头，随后轻轻敲了下她的头套。	0	3.2绘梦沙盘包装剧情
21		0	分析员无帽			下次可别再这样了。	0	3.2绘梦沙盘包装剧情
22		0				莉琪猛地点了几个头，头套晃晃悠悠的样子反而显得有些可爱。	0	3.2绘梦沙盘包装剧情
23		6	露娜			看来下次要重新评估分析员在菲洛索亚地区的声望了呢。	0	3.2绘梦沙盘包装剧情
24		0				快速应付过热情的人群，登上莉琪为我们准备好的车辆。	0	3.2绘梦沙盘包装剧情
25		0				下车进入学院后，热闹的场景更甚。	0	3.2绘梦沙盘包装剧情
26		0				巨大的欢迎横幅挂在教学楼上，道路两旁都是围观的人群，由学生会组成志愿团体在主动维持秩序。	0	3.2绘梦沙盘包装剧情
27		0				隐隐约约中，似乎还能看到某位旧友的身影。	0	3.2绘梦沙盘包装剧情
28		0				对着她的方向微微一笑，随后我便在露娜陪同下走向发布会会场。	0	3.2绘梦沙盘包装剧情
29		0				今天是世界树公司在卫城学院投资的游乐园开业的日子。	0	3.2绘梦沙盘包装剧情
30		0				而我将作为投资方代表，参与一系列开业相关活动。	0	3.2绘梦沙盘包装剧情
31		0				看着远方新建立起的游乐园，思绪不禁回到了过往……	0	3.2绘梦沙盘包装剧情
32		0				几个月前。	0	3.2绘梦沙盘包装剧情
33		0				世界树公司办公室内。	0	3.2绘梦沙盘包装剧情
34		0				【世界树公司安全部门月度报告】、【海姆达尔部队后勤部门采购清单】、【研发部门年度指标】……	0	3.2绘梦沙盘包装剧情
35		0				浏览过文件，做出主要批示后，我把文件递给了一旁的露娜。	0	3.2绘梦沙盘包装剧情
36		6	露娜			好的，分析员。	0	3.2绘梦沙盘包装剧情
37		0				露娜熟络地接过文件，迅速地处理起来。	0	3.2绘梦沙盘包装剧情
38		0				自从露娜返回公司后，不少文书工作都交由她处理了，着实为我减轻了许多压力。	0	3.2绘梦沙盘包装剧情
39		0				但可能是刚刚抵达的缘故，她在言语上倒是略显拘谨。	0	3.2绘梦沙盘包装剧情
40		6	卡罗琳			分析员，这里有一封卫城学院发给你的紧急邮件，需要你确认下。	0	3.2绘梦沙盘包装剧情
