字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_01	小家伙，折腾出这么多麻烦，现在可别想逃了！	0	3.2主线剧情
2		0				芬妮带着灿烂笑意走向SpH-L12，手上注射器的针尖还闪着银光。	0	3.2主线剧情
3		0				蓝色圆球看上去有些害怕，滚动着试图逃走，但还是被芬妮一把抓住，狠狠地刺入了注射器。	0	3.2主线剧情
4		0				随着退化酶的缓缓注入，SpH-L12开始了奇妙的变化。	0	3.2主线剧情
5		0				它的身体以肉眼可见的速度缩小着，原本圆润的球体渐渐失去光泽，表面起了皱褶，最后蜷成一颗豌豆大小的种子，安静地躺在芬妮的手心里。	0	3.2主线剧情
6		0				芬妮赶紧双手捧住，生怕一阵风来就把这个小东西吹走了。	0	3.2主线剧情
7		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_02	搞定搞定，待会再把它放进培养仓里，就可以交还给吉诺拉公司了。	0	3.2主线剧情
8		0				咕咕咕——！	0	3.2主线剧情
9		0				突然的声音在安静的空间里响起，芬妮的脸颊瞬间泛起淡淡的红晕。	0	3.2主线剧情
10		0				她摸了摸自己的肚子，又察觉不对，转而用带着几分调侃的眼神看向我。	0	3.2主线剧情
11		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_03	可不是本小姐的肚子在叫哦。	0	3.2主线剧情
12		5	瑟瑞斯悠游		Play_Vo_dlc32ep10_girl013_01	唔……是我的。	0	3.2主线剧情
13		0				瑟瑞斯略显羞涩地挠了挠头，不好意思地笑了。	0	3.2主线剧情
14		0	分析员泳装			时间也不早了，恩雅她们说不定已经准备好晚餐等我们了。	0	3.2主线剧情
15		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_04	呼~那我们赶快回水上乐园吧，再叫克罗瑞娜安排人把内部里里外外再排查一遍。	0	3.2主线剧情
16		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_05	我可不想晚上睡觉的时候，再遇见这些圆乎乎的麻烦精。	0	3.2主线剧情
17		0	分析员泳装			放心，她早就想到了。	0	3.2主线剧情
18		0				刚回到水上乐园，烤肉的香气就飘了过来，其中还带着海味的咸鲜，让人的饥饿感更强烈了。	0	3.2主线剧情
19		0				而米娅、奈莉德、安卡希雅她们站在电梯门口等我。	0	3.2主线剧情
20		0				除了奈莉德一如既往的淡定，另外两个人的脸上都写满了担心。	0	3.2主线剧情
21		0				看到我出现，她们同时松了口气，不约而同地小跑过来。	0	3.2主线剧情
22		9	米娅		Play_Vo_dlc32ep10_npc098_01	分析员！对不起！我居然没有看出来那个家伙不是道具。	0	3.2主线剧情
23		9	米娅		Play_Vo_dlc32ep10_npc098_02	差点给你们添了大麻烦。	0	3.2主线剧情
24		0				米娅双手合十越过头顶，一个劲儿地鞠躬，看起来很是诚恳。	0	3.2主线剧情
25		0	分析员泳装			算不上什么大麻烦，倒是米娅比我想象的勇敢很多，遇上这种事一点都不害怕。	0	3.2主线剧情
26		6	米娅		Play_Vo_dlc32ep10_npc098_03	诶？害怕？怎么会~	0	3.2主线剧情
27		6	米娅		Play_Vo_dlc32ep10_npc098_04	身边是力量强大的分析员和天启者，跟你们在一起，我超安心的好吧。	0	3.2主线剧情
28		6	米娅		Play_Vo_dlc32ep10_npc098_05	要是……下次也能跟你们一起战斗就好了。	0	3.2主线剧情
29		0				她双手抱拳贴在心口，兴奋地踮起脚尖，眼眸亮得像星星一样。	0	3.2主线剧情
30		0	分析员泳装			不是什么敌人，都能像SpH-L12一样轻松搞定。	0	3.2主线剧情
31		0	分析员泳装			米娅可别觉得战斗是件容易的事哦。	0	3.2主线剧情
32		6	米娅		Play_Vo_dlc32ep10_npc098_06	啊……好吧，嘿嘿。	0	3.2主线剧情
33		0				米娅不好意思地弯起嘴角，手下意识地摸了摸自己的“耳朵”，目光游移着，似乎想寻找新的话题来缓解当下的尴尬。	0	3.2主线剧情
34		6	米娅		Play_Vo_dlc32ep10_npc098_07	说起来，这次演绎桌团的剧情没能走到结局，好可惜哦~	0	3.2主线剧情
35		0				说到这里，我将目光转向身旁的安卡希雅，意外的是，她的脸上倒是没多少惋惜神色。	0	3.2主线剧情
36		0	分析员泳装			抱歉，我们没能玩到结局就……	0	3.2主线剧情
37		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_01	干嘛突然道歉，我才不会因为这种事怪你。	0	3.2主线剧情
38		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_02	比起游戏，我更希望看到你……好好的。	0	3.2主线剧情
39		0				安卡希雅叉起小手，最后三个字急促而轻微，几乎要被夜风吹散。	0	3.2主线剧情
40		0	分析员泳装			虽然我们没能完成结局……	0	3.2主线剧情
41		0	分析员泳装			但我还是有些意见，要跟你这个制作人好好说说。	0	3.2主线剧情
42		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_03	嗯？	0	3.2主线剧情
43		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_04	有意见可以，但你要含蓄点表达哦！	0	3.2主线剧情
44		0				眼前的少女挑挑眉，不自觉地将头侧向旁边，一副想要逃避又忍不住听的样子。	0	3.2主线剧情
45		0	分析员泳装			啧，都完成了这么多大作了，还怕我这一句两句的。	0	3.2主线剧情
46		0	分析员泳装			我的意见就是。	0	3.2主线剧情
b-1	b-1	0					0	3.2主线剧情
47	b-1-1	0				下次想和你一起玩	0	3.2主线剧情
48		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_05	嗯？	0	3.2主线剧情
49		0				安卡希雅明显愣住了，但眼中却又闪过惊喜，叉着的小手也慌乱松开，不知道往哪里放才好。	0	3.2主线剧情
50		0	分析员泳装			怎么，制作人不该好好体验自己的游戏吗？	0	3.2主线剧情
51		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_06	但你说……想和我一起……	0	3.2主线剧情
52		0	分析员泳装			对，与其事后再来写测评报告，我更想转头就告诉身边的你。	0	3.2主线剧情
53		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_07	告诉……告诉我什么？	0	3.2主线剧情
54		0	分析员泳装			告诉你，你的创意有多有趣，我玩得有多开心。	0	3.2主线剧情
55		0	分析员泳装			大制作人，别老闷头做游戏啦，偶尔也主动些吧。	0	3.2主线剧情
56		0				听到这些话，安卡希雅的脸更红了，她轻咬下唇，眼底的开心却怎么也藏不住。	0	3.2主线剧情
57		6	安卡希雅泳装		Play_Vo_dlc32ep10_girl001_08	知……知道了，下次我也会一起的。	0	3.2主线剧情
58		0	分析员泳装			那就说定了哦。	0	3.2主线剧情
59		0				就在我和安卡希雅说话的时候，芬妮和瑟瑞斯她们已经把琴诺和莫尔索团团围住。	0	3.2主线剧情
60		1	芬妮澄意		Play_Vo_dlc32ep10_girl008_06	奇怪，我刚刚明明看到莫尔索了啊。	0	3.2主线剧情
61		3	瑟瑞斯悠游		Play_Vo_dlc32ep10_girl013_02	对啊对啊，还被你们吓了一大跳呢。	0	3.2主线剧情
62		6	悖谬泳装		Play_Vo_dlc32ep10_girl007_01	唔……把你们吓到了吗，真是对不起。	0	3.2主线剧情
63		0				琴诺软软的声音中带着几分歉意，眉毛也微微蹙起，反而莫尔索倒是笑得很开心。	0	3.2主线剧情
64		6	莫尔索悖谬		Play_Vo_dlc32ep10_meursault_01	嘻，看来我和琴诺的演技不错嘛。	0	3.2主线剧情
65		5	悖谬泳装		Play_Vo_dlc32ep10_girl007_02	我们之所以能一起出现，其实是安卡希雅提前录制好再……	0	3.2主线剧情
66		0				琴诺一本正经地解释着，生怕眼前两人听不懂，还用小手比划了起来。	0	3.2主线剧情
67		6	莫尔索悖谬		Play_Vo_dlc32ep10_meursault_02	唔，比起和琴诺同时出现……	0	3.2主线剧情
68		6	莫尔索悖谬		Play_Vo_dlc32ep10_meursault_03	我还是更喜欢只有分析员能看到我的那种专属感~嘻嘻。	0	3.2主线剧情
69		9	茉莉安泳装		Play_Vo_dlc32ep10_girl005_01	大家肚子都饿了吧，恩雅说可以开饭了哦~	0	3.2主线剧情
70		0				不远处传来茉莉安的呼唤，大家怀着期待，纷纷朝那诱人的香气源头走去。	0	3.2主线剧情
71		0				我们围坐在海边搭起的小桌旁，享受着轻柔吹过的夜风。	0	3.2主线剧情
72		0				芬妮迫不及待地拿起烤得正好的肉串，刚咬一口就满足地眯起了眼睛。	0	3.2主线剧情
73		6	芬妮澄意		Play_Vo_dlc32ep10_girl008_07	恩雅姐的手艺真的太好了。	0	3.2主线剧情
74		6	瑟瑞斯悠游		Play_Vo_dlc32ep10_girl013_03	啊呜，好烫。	0	3.2主线剧情
75		0				瑟瑞斯吹吹指尖，但即使如此她也舍不得放下手上刷好蜂蜜的玉米棒。	0	3.2主线剧情
76		0				就在大家享受着这份难得的悠闲时光时，空中突然升起闪亮的光点。	0	3.2主线剧情
77		0				而后光点炸开，无数细小的光丝如流星般向四周散射，在夜空中画出完美的弧线。	0	3.2主线剧情
78		0				还没等第一波烟花消散，第二波、第三波又紧随其后。	0	3.2主线剧情
79		0				盘子里的食物渐渐少了，大家的肚子也都圆鼓鼓的。	0	3.2主线剧情
80		0				就在我看着依然在天空中绽放，但节奏缓了许多的流光时，瑟瑞斯来到了我的身边。	0	3.2主线剧情
81		6	瑟瑞斯悠游泳装		Play_Vo_dlc32ep10_girl013_04	分析员，之前说的……	0	3.2主线剧情
82		6	瑟瑞斯悠游泳装		Play_Vo_dlc32ep10_girl013_05	可以给我一点和你独处的时间吗？	0	3.2主线剧情
b-2	b-2	0					0	3.2主线剧情
