字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		究竟要什么样泳装才能博得分析员的青睐呢？		3.2版本随机事件
page1.2	H芙提雅		让芙提雅老师来好好研究研究……		3.2版本随机事件
choice01			询问她		3.2版本随机事件
page2.1	H主角		小老师你在做什么呢？		3.2版本随机事件
page2.2	H芙提雅		呜哇！不要打搅芙提雅老师啦，我正在……嗯？是分析员啊。		3.2版本随机事件
page2.3	H芙提雅		我在脑内进行分析员泳装喜好的对照试验研究呢，脑内模拟哦，很天才吧？		3.2版本随机事件
choice02			吓吓她		3.2版本随机事件
page3.1			我伸手戳了戳芙提雅的后腰。		3.2版本随机事件
page3.2	H芙提雅		呜哇！你，你你你，你想对芙提雅老师做什么？嗯？是分析员啊……		3.2版本随机事件
page3.3	H芙提雅		我正在研究分析员的泳装喜好呢，使用冥想法在脑内进行模拟研究，对照试验，芙提雅老师很天才吧？		3.2版本随机事件
page4.1	H主角		等等，为什么是泳装喜好？		3.2版本随机事件
page4.2	H芙提雅		因为芙提雅老师发现分析员似乎对泳装有着非同寻常的兴趣……		3.2版本随机事件
page4.3	H主角		有这回事吗？		3.2版本随机事件
page4.4	H芙提雅		当然有啊，不久前在熙澜海的时候，我分明看到你脸上写满了开心。		3.2版本随机事件
page4.5	H主角		我的开心不仅仅是因为泳装……		3.2版本随机事件
page4.6	H芙提雅		但你也没否认对吧？被芙提雅老师看出来了哦。		3.2版本随机事件
page4.7	H芙提雅		既然如此，就来回答我的暖心小提问吧。		3.2版本随机事件
page4.8	H芙提雅		提问，分析员你究竟喜欢什么类型的泳装呢？脑补的时候，要以芙提雅老师为模特哦！		3.2版本随机事件
choice03			表达对连体式的喜爱		3.2版本随机事件
page5.1	H主角		其实你之前那套连体式就挺好的。		3.2版本随机事件
page5.2	H芙提雅		看来芙提雅老师的魅力还是非常出众的嘛！		3.2版本随机事件
page5.3	H芙提雅		不过，如果分析员大胆一点，选择更加时髦一点的款式，芙提雅老师也是可以驾驭的……		3.2版本随机事件
choice04			表达对比基尼的喜爱		3.2版本随机事件
page6.1	H主角		比基尼怎么样？非常时髦。		3.2版本随机事件
page6.2	H芙提雅		诶？分析员原来喜欢这种的啊……让芙提雅老师好好想想。		3.2版本随机事件
choice05			表达对沙滩裤的喜爱		3.2版本随机事件
page7.1			这个好像有点不对……		3.2版本随机事件
page7.2			但既然芙提雅都这么问了，我这么逗一逗她应该也没什么问题。		3.2版本随机事件
page7.3	H主角		沙滩裤怎么样？非常有个性。		3.2版本随机事件
page7.4	H芙提雅		唔？分析员你原来有这种癖好吗？虽然很令人惊讶，但如果是为了你，私下里芙提雅老师也不是不能考虑……		3.2版本随机事件
page8.1	H芙提雅		好吧好吧，就暂且当这是你的回答了，分析员泳装喜好研究试验数据收集完毕！		3.2版本随机事件
page8.2	H芙提雅		等我回去好好研究分析对比一下……哼哼。		3.2版本随机事件
page8.3	H芙提雅		下一次，让你好好见识见识芙提雅老师的魅力！		3.2版本随机事件
page8.4	H主角		我拭目以待。		3.2版本随机事件
