字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H苔丝		亲爱的，你觉得……为什么大家会喜欢看魔术呢？		3.2版本随机事件
choice01			大概是因为魔术比较有趣吧。		3.2版本随机事件
page2.1	H苔丝		有趣……所以趣味性才是核心吗？		3.2版本随机事件
page2.2	H苔丝		那什么样的魔术才能被称为有趣呢？		3.2版本随机事件
page2.3	H主角		只要是你变出来的魔术，我都觉得很有趣。		3.2版本随机事件
page2.4	H主角		所以变魔术的关键也许不是有趣，而是你。		3.2版本随机事件
choice02			可能是因为魔术看起来比较精彩，出其不意。		3.2版本随机事件
page3.1	H苔丝		精彩……亲爱的觉得精彩才是魔术的最大卖点吗？		3.2版本随机事件
page3.2	H苔丝		那什么样的魔术才能被称为精彩呢？		3.2版本随机事件
page3.3	H主角		只要是你变出来的魔术，我都觉得很精彩。		3.2版本随机事件
page3.4	H主角		所以变魔术的关键也许不是精彩，而是你。		3.2版本随机事件
page4.1	H苔丝		你这样说……我可是会害羞的哦？		3.2版本随机事件
page4.2	H苔丝		不过，经你这么一点拨，我好像突然知道什么叫好魔术了！		3.2版本随机事件
page4.3	H主角		哦？那是什么样的魔术呢？		3.2版本随机事件
page4.4	H苔丝		仔细想想，其实魔术的形式是什么，并不重要。		3.2版本随机事件
page4.5	H苔丝		精不精彩，大概也是无所谓的吧。		3.2版本随机事件
page4.6	H苔丝		重要的是人，这个人可以是魔术师本身，也可以是观众。		3.2版本随机事件
page4.7	H苔丝		对我来说，只要那个魔术能让你的目光汇聚过来，那它就是最好的魔术了。		3.2版本随机事件
page4.8	H主角		那想来你不应当需要什么魔术，因为我的目光永远汇聚在你的身上。		3.2版本随机事件
page4.9	H苔丝		这么说是有点点浪漫啦……既然氛围正好，不如我现在就给你表演一次？		3.2版本随机事件
page4.10	H主角		我拭目以待。		3.2版本随机事件
