字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			也不知为什么，猫汐尔最近总喜欢在我身上嗅来嗅去。		3.2版本随机事件
page1.2	H猫汐尔		分析员的气味变了喵。		3.2版本随机事件
page1.3	H猫汐尔		气味很奇怪喵。		3.2版本随机事件
page1.4	H主角		猫汐尔你在我身上蹭来蹭去做什么？		3.2版本随机事件
page1.5	H猫汐尔		从熙澜海回来以后，分析员身上就多了一些奇怪的味道喵。		3.2版本随机事件
page1.6	H猫汐尔		奇奇怪怪……而且很熟悉喵。		3.2版本随机事件
page1.7	H主角		我怎么一点气味都没有闻到？		3.2版本随机事件
page1.8	H猫汐尔		这是灵魂的气味，你们人类当然闻不到喵！		3.2版本随机事件
page1.9	H猫汐尔		灵魂是思维的集合，是生命的本质，它的气味会随着接触和融合发生改变喵。		3.2版本随机事件
page1.10	H猫汐尔		而分析员的灵魂嘛……嗯，气味有那么些变化喵。		3.2版本随机事件
page1.12	H猫汐尔		很可疑喵！像是伪装成鸡腿的生姜喵！比猫猫和胡狼更令人难以分辨，让我好好闻一闻喵！		3.2版本随机事件
page1.13	H主角		你这奇形怪状的比喻是从哪里来的……		3.2版本随机事件
page1.14	H猫汐尔		不是比喻，这是事实喵！		3.2版本随机事件
page1.15	H猫汐尔		果然有问题，就连小凯贝都感觉到了喵。		3.2版本随机事件
page1.16	H猫汐尔		让我再闻闻，这个气味很像什么呢……嗯，有点像……瑟瑞斯的味道喵。		3.2版本随机事件
page1.17	H猫汐尔		嗯，嗯，是瑟瑞斯的气味喵。		3.2版本随机事件
page1.18	H猫汐尔		好奇怪呀，分析员，你和瑟瑞斯……究竟做了什么喵？		3.2版本随机事件
choice01			遮遮掩掩		3.2版本随机事件
page2.1	H主角		这就一言难尽了……		3.2版本随机事件
choice02			大大方方		3.2版本随机事件
page3.1	H主角		你这么一说，的确发生了一些灵魂的探讨、碰撞与交融。		3.2版本随机事件
page4.1	H猫汐尔		分析员很狡猾，做了什么不得了的事情被猫汐尔发现了喵。		3.2版本随机事件
page4.2			猫汐尔说着便凑到了我的身前，将头狠狠地埋进了我的胸膛。		3.2版本随机事件
page4.3	H主角		你怎么又扑上来了？		3.2版本随机事件
page4.4	H猫汐尔		正在对分析员进行灵魂标记喵！		3.2版本随机事件
page4.5	H猫汐尔		下一次你再这样做的时候，我就能感觉到了喵！		3.2版本随机事件
page4.6	H猫汐尔		你逃不掉了喵！		3.2版本随机事件
