字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H茉莉安		糟糕了，一个不小心把为分析员调配的摩卡咖啡打翻了呀！		3.2版本随机事件
page1.2	H茉莉安		我真是太不小心了……		3.2版本随机事件
choice1			没关系的，重新做一杯就好了。		3.2版本随机事件
page2.1	H茉莉安		诶？是……是分析员？不，不能这样，请，请不要随意原谅我！用力“惩罚”我吧！		3.2版本随机事件
choice2			你这种失误，算是很严重的事故了。		3.2版本随机事件
page3.1	H主角		看来你需要一些小小的“惩罚”。		3.2版本随机事件
page3.2	H茉莉安		惩罚？真的有惩罚吗？分析员可不要骗我啊。		3.2版本随机事件
page4.1	H茉莉安		作为打翻咖啡的“惩罚”，请用力地，粗暴地，不留余力地对我……		3.2版本随机事件
page4.2	H主角		我怎么感觉你是故意打翻给我看的……		3.2版本随机事件
page4.3	H茉莉安		啊……您说笑了，我虽然有想过这件事情，但怎么可能真的这么做呢？		3.2版本随机事件
page4.4	H茉莉安		对我而言，每天能调配一杯让分析员神清气爽的咖啡，单是想一想，都觉得幸福洋溢在胸口。		3.2版本随机事件
page4.5	H茉莉安		我又怎会奢求那么多呢？		3.2版本随机事件
page4.6	H主角		你的这份心意真的很让我感动。		3.2版本随机事件
page4.7	H茉莉安		当然，如果分析员能将这份感动化为粗暴有力的“惩罚”，那自然是……		3.2版本随机事件
page4.8	H主角		好吧，那我收回我的感动……		3.2版本随机事件
page4.9	H茉莉安		不必介怀，下次感动的时候，还请多多款待。		3.2版本随机事件
page4.10	H主角		你说的款待是什么意思……		3.2版本随机事件
page4.11	H茉莉安		当然是您想的那个意思呀。		3.2版本随机事件
