字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		你在看什么呢？		3.2版本随机事件
page1.2	H里芙		我只是在看我以前留下的枪械，不知不觉居然换过这么多把了……		3.2版本随机事件
page1.3	H主角		你是在怀念过去吗？		3.2版本随机事件
page1.4	H里芙		也算不上怀念吧，只是……偶尔来看看，也算是见证了自己的成长。		3.2版本随机事件
page1.5	H里芙		其实最一开始我也没想过要有这样的人生。		3.2版本随机事件
page1.6	H里芙		只是加入了瓦尔基里游戏，只是循规蹈矩……若不是经历了那场灾难，我甚至从没想过会真的拿着枪站到战场上。		3.2版本随机事件
page1.7	H主角		里芙以前可是明星选手啊。		3.2版本随机事件
page1.8	H里芙		其实我从来没有那样的目标，我只是觉得我必须做到最好。		3.2版本随机事件
page1.9	H里芙		我拿过三次金牌，我还以为我会一直这样下去，一次又一次参加比赛，一次又一次卫冕冠军……		3.2版本随机事件
page1.10	H里芙		我只是循规蹈矩地想把这件事做好而已。		3.2版本随机事件
page1.11	H里芙		可是总会有什么事情出现在我的人生里，那些平衡和规矩都打破……		3.2版本随机事件
page1.12	H主角		不用想那么多了，现在很好不是吗？你成为了全新的自己。		3.2版本随机事件
page1.13	H里芙		是啊，很好。		3.2版本随机事件
page1.14	H里芙		遇到亲爱的之后，一切都很好。		3.2版本随机事件
