字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芬妮		唔，究竟还要多少个银牌才够啊……		3.2版本随机事件
page1.2	H芬妮		嗯？是达……达令啊。		3.2版本随机事件
page1.3	H主角		你奖牌还挺多的。		3.2版本随机事件
page1.4	H芬妮		哼哼，那当然啦，这些可都是功勋的证明呀~		3.2版本随机事件
page1.5	H芬妮		本小姐在瓦尔基里游戏上，可是一等一的大明星！虽然那是曾经啦……		3.2版本随机事件
page1.6	H芬妮		但不管怎么说，在海姆达尔部队里，本小姐也算是达令的最佳贤内助嘛！		3.2版本随机事件
page1.7	H主角		那真是多谢芬妮对我的帮助了。		3.2版本随机事件
page1.8	H芬妮		唔……那倒，那倒是不足挂齿啦，身为伴侣，这是我应该做的嘛。		3.2版本随机事件
page1.9	H芬妮		当然，你要是真的想感谢本小姐，那就，那就……		3.2版本随机事件
page1.10	H主角		那就怎么样？		3.2版本随机事件
page1.11	H芬妮		唔……那就多花点时间在本小姐身上嘛！		3.2版本随机事件
choice02			宠宠她		3.2版本随机事件
page3.1	H主角		好好好，以后我的时间都给我亲爱的小狮子。		3.2版本随机事件
page3.2	H芬妮		那，那可说好了，不准改了哦！		3.2版本随机事件
page3.3	H芬妮		就比如今天……你今天一整天都要留给我！		3.2版本随机事件
