字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			伊切尔的心情似乎不太好。		3.2版本随机事件
page1.2	H主角		伊切尔？		3.2版本随机事件
page1.3	H主角		伊切尔你今天怎么不理我呀？		3.2版本随机事件
page1.4			伊切尔翻了个身，没有理会我		3.2版本随机事件
page1.5	H主角		怎么办才好呢？		3.2版本随机事件
choice01			用食物吸引她		3.2版本随机事件
page2.1	H主角		给你带了好吃的牛肉饼哦，满满全是肉，一点蔬菜都没有哦！		3.2版本随机事件
page2.2	H伊切尔		伊切尔今天不想吃肉……		3.2版本随机事件
choice02			用游戏吸引她		3.2版本随机事件
page3.1	H主角		伊切尔，我们一起来玩游戏怎么样？		3.2版本随机事件
page3.2	H伊切尔		伊切尔突然不喜欢游戏了……		3.2版本随机事件
choice03			用人格魅力吸引她		3.2版本随机事件
page4.1	H主角		伊切尔，我来陪你聊天了。		3.2版本随机事件
page4.2	H伊切尔		伊切尔不想说话……		3.2版本随机事件
page5.1			伊切尔好像在……生闷气？		3.2版本随机事件
page5.2			过了许久她才从帐篷里爬起来，看向我的目光里居然带着些小委屈。		3.2版本随机事件
page5.3	H伊切尔		分析员参加了大人的派对，没有带上伊切尔。		3.2版本随机事件
page5.4	H伊切尔		伊切尔很羡慕……		3.2版本随机事件
page5.5	H主角		什么大人的派对？我怎么不知道？		3.2版本随机事件
page5.6	H伊切尔		就是那种大人们一起发生快乐事情的派对。		3.2版本随机事件
page5.7	H主角		？？？		3.2版本随机事件
page5.8	H主角		等等，是不是有人教了你什么奇怪的东西？		3.2版本随机事件
page5.9	H伊切尔		安卡希雅是这么告诉伊切尔的。		3.2版本随机事件
page5.10	H伊切尔		她说她经常在晚上和分析员一起参与大人的派对。		3.2版本随机事件
page5.11	H伊切尔		她在派对上会和分析员进行激烈的、绵延不绝的、令人倍感愉悦的“战斗”。		3.2版本随机事件
page5.12	H伊切尔		战斗至精疲力尽，体态疲软后，就会得到分析员充满情感的奖励。		3.2版本随机事件
page5.13	H伊切尔		那是什么战斗啊？伊切尔也想参加！		3.2版本随机事件
page5.14	H主角		我总觉得你的描述有什么问题……不对，应该是安卡希雅的描述有问题。		3.2版本随机事件
page5.15	H主角		她还有说什么细节吗？		3.2版本随机事件
page5.16	H伊切尔		她还说，大人的派对里必须要用到神奇的小道具，可用于增添情趣。		3.2版本随机事件
page5.17	H主角		你这个用词是不是不太对劲？		3.2版本随机事件
page5.18	H伊切尔		她一个，分析员一个，这个小道具能显著增加“战斗”的激烈程度！		3.2版本随机事件
page5.19	H伊切尔		那个小道具好像是叫……手柄？		3.2版本随机事件
page5.20			突然间我好像明白她在说什么了。		3.2版本随机事件
page5.21	H主角		等等……你说的派对，是不是还有个名字叫做“打游戏”？		3.2版本随机事件
page5.22	H伊切尔		嗯嗯！就是那个！打游戏！她好像有提到过！		3.2版本随机事件
page5.23	H主角		好吧……咳咳，如果是打游戏的话，带着你一起玩，倒也没什么问题。		3.2版本随机事件
page5.24			接下来我和伊切尔一起打了一下午的游戏，顺带一提，她的技术实在是一言难尽。		3.2版本随机事件
