字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		分析员， 你有没有觉得大厅里这个机器人很有意思？		3.2版本随机事件
page1.2	H主角		这只是个扫地机器人。		3.2版本随机事件
page1.3	H安卡希雅		不，它可是很智能的。		3.2版本随机事件
page1.4	H安卡希雅		自动寻路，自动避障、细心提示……嗯，很符合我对新一代智能机器人的要求。		3.2版本随机事件
page1.5	H安卡希雅		前进吧，尘白天使号！		3.2版本随机事件
page1.6	H主角		你这就给它取上名了？		3.2版本随机事件
page1.7	H安卡希雅		那当然，总得有新的伙伴来继承尘白恶魔号的意志。		3.2版本随机事件
page1.8	H主角		这名字是不是有点不对劲？		3.2版本随机事件
page1.9	H安卡希雅		嗯……那叫它白色无角三倍速也不是不可以……		3.2版本随机事件
page1.10	H主角		你这越来越离谱了……		3.2版本随机事件
page1.11	H安卡希雅		没关系，我一直都这样。		3.2版本随机事件
page1.12	H安卡希雅		好啦，我要去玩游戏了，我不在的时候，就麻烦你照顾一下尘白天使号了。		3.2版本随机事件
