唯一Id	刷新时间	所属区域(区域解锁用)	时间类型	对象类型	怪物类型(0:游荡;1:巡逻;2:boss)	备注	道具程序生成	道具策划配置	随机掉落策划配置	区域名称	自定义参数1	自定义参数2	自定义参数3	自定义参数4	自定义参数5
Id	RefreshTime	Region	TimeType	RegionType	PalType	Desc	Rewards1	Rewards2	Rewards3	RegionName	CustomParam1	CustomParam2	CustomParam3	CustomParam4	CustomParam5
1	300	1	1	1	0	游荡怪区域	{18,1,21,1}		7114	wild_10101	-1	
2	300	1	1	1	0	游荡怪区域	{18,1,22,1}		7114	wild_10102	-1	
3	300	1	1	1	0	游荡怪区域	{18,1,1,1}		7114	wild_10103	-1	
4	300	1	1	1	0	游荡怪区域	{18,1,2,1}		7114	wild_10104	-1	
5	300	1	1	1	0	游荡怪区域	{18,1,21,1}		7114	wild_10105	-1	
6	300	1	1	1	0	游荡怪区域	{18,1,22,1}		7114	wild_10106	-1	
7	300	1	1	1	0	游荡怪区域	{18,1,1,1}		7114	wild_10107	-1	
8	300	1	1	1	0	游荡怪区域	{18,1,2,1}		7114	wild_10108	-1	
9	1200	1	1	1	1	游荡怪区域	{18,1,22,1}		7114	wild_10109	-1	
10	300	2	1	1	0	游荡怪区域	{18,1,11,1}		7114	wild_10201	-1	
11	300	2	1	1	0	游荡怪区域	{18,1,12,1}		7114	wild_10202	-1	
12	300	2	1	1	0	游荡怪区域	{18,1,26,1}		7114	wild_10203	-1	
13	300	2	1	1	0	游荡怪区域	{18,1,27,1}		7114	wild_10204	-1	
14	300	2	1	1	0	游荡怪区域	{18,1,11,1}		7114	wild_10205	-1	
15	300	2	1	1	0	游荡怪区域	{18,1,12,1}		7114	wild_10206	-1	
16	300	2	1	1	0	游荡怪区域	{18,1,26,1}		7114	wild_10207	-1	
17	300	2	1	1	0	游荡怪区域	{18,1,27,1}		7114	wild_10208	-1	
18	1200	2	1	1	1	游荡怪区域	{18,1,13,1}		7114	wild_10209	-1	
19	300	3	1	1	0	游荡怪区域	{18,1,3,1}		7114	wild_10301	-1	
20	300	3	1	1	0	游荡怪区域	{18,1,13,1}		7114	wild_10302	-1	
21	300	3	1	1	0	游荡怪区域	{18,1,21,1}		7114	wild_10303	-1	
22	300	3	1	1	0	游荡怪区域	{18,1,22,1}		7114	wild_10304	-1	
23	300	3	1	1	0	游荡怪区域	{18,1,26,1}		7114	wild_10305	-1	
24	300	3	1	1	0	游荡怪区域	{18,1,27,1}		7114	wild_10306	-1	
25	300	3	1	1	0	游荡怪区域	{18,1,3,1}		7114	wild_10307	-1	
26	300	3	1	1	0	游荡怪区域	{18,1,13,1}		7114	wild_10308	-1	
27	1200	3	1	1	1	游荡怪区域	{18,1,24,1}		7115	wild_10309	-1	
28	300	4	1	1	0	游荡怪区域	{18,1,5,1}		7114	wild_10401	-1	
29	300	4	1	1	0	游荡怪区域	{18,1,23,1}		7115	wild_10403	-1	
30	300	4	1	1	0	游荡怪区域	{18,1,24,1}		7115	wild_10404	-1	
31	300	4	1	1	0	游荡怪区域	{18,1,4,1}		7115	wild_10405	-1	
32	300	4	1	1	0	游荡怪区域	{18,1,6,1}		7115	wild_10406	-1	
33	300	4	1	1	0	游荡怪区域	{18,1,7,1}		7115	wild_10407	-1	
34	300	4	1	1	0	游荡怪区域	{18,1,14,1}		7114	wild_10402	-1	
35	300	4	1	1	0	游荡怪区域	{18,1,23,1}		7115	wild_10408	-1	
36	300	4	1	1	0	游荡怪区域	{18,1,24,1}		7115	wild_10409	-1	
37	300	4	1	1	0	游荡怪区域	{18,1,28,1}		7115	wild_10410	-1	
38	300	4	1	1	0	游荡怪区域	{18,1,1,1}		7114	wild_10411	-1	
39	300	4	1	1	0	游荡怪区域	{18,1,13,1}		7114	wild_10412	-1	
40	1200	4	1	1	1	游荡怪区域	{18,1,30,1}		7116	wild_10413	-1	
