字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				休息日。	0	3.6芙提雅炬芯个人故事
2		0				频繁的出勤任务常常惹来幽怨。而如果待在宿舍的话——哪怕不在她们身边，只要愿意，她们也能随时见到我。	0	3.6芙提雅炬芯个人故事
3		0				图个心安。于是一些不是非我不可的任务，就也分出去了。日程上的休息时间也多了起来。	0	3.6芙提雅炬芯个人故事
4		0				笃笃笃——	0	3.6芙提雅炬芯个人故事
5		0	分析员无帽			进。	0	3.6芙提雅炬芯个人故事
6		0				我正躺在沙发上看一份项目报告。自然地应了敲门声，也无暇思考是谁进来了。	0	3.6芙提雅炬芯个人故事
7		0				她们各有各的进门方式。有的无论如何都要给我个“惊喜”，有的则规规矩矩。还有的根本不走门。	0	3.6芙提雅炬芯个人故事
8		0				眼下这个——我的话音还没落下，就推开门冲了进来。还没来得及去猜，粉色头发就冒了出来——	0	3.6芙提雅炬芯个人故事
9		6	芙提雅病号服			playername！看什么呢？	0	3.6芙提雅炬芯个人故事
10		6	芙提雅病号服			哎，这个项目呀——直接问芙提雅老师就好了嘛！	0	3.6芙提雅炬芯个人故事
11		0				抬起头，从芙提雅的脸上，隐约看到了一些不寻常……	0	3.6芙提雅炬芯个人故事
12		0	分析员无帽			……	0	3.6芙提雅炬芯个人故事
13		6	芙提雅病号服			咳，那个，这个项目的核心问题我已经搞定了哟！倒是有几个新方向需要你来敲定一下——	0	3.6芙提雅炬芯个人故事
14		0				察觉到了我的目光，她好像有点慌张，但很快又搪塞了过去。	0	3.6芙提雅炬芯个人故事
15		0				听她顺着那股气势侃侃而谈，我忍住了嘴角的笑意。明面上应着她的思路聊着，暗地里却琢磨起来。	0	3.6芙提雅炬芯个人故事
