Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	宿舍站	sequence	girl021_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_stand01.girl021_01_house_stand01'	
2	讲述	sequence	girl021_01_house_dialogue_talk	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_talk.girl021_01_house_dialogue_talk'	
3	打招呼	sequence	girl021_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_greet.girl021_01_house_dialogue_greet'	
4	惊讶	sequence	girl021_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_amaze.girl021_01_house_dialogue_amaze'	
5	满足	sequence	girl021_01_house_dialogue_satisfy01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_satisfy01.girl021_01_house_dialogue_satisfy01'	
6	抚发	sequence	girl021_01_house_dialogue_fufa	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_fufa.girl021_01_house_dialogue_fufa'	
7	愤怒	sequence	girl021_01_house_dialogue_depressed01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_depressed01.girl021_01_house_dialogue_depressed01'	
8	肯定	sequence	girl021_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_sure.girl021_01_house_dialogue_sure'	
9	否定	sequence	girl021_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_deny.girl021_01_house_dialogue_deny'	
10	讲述	sequence	girl021_01_house_dialogue_talk	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_talk.girl021_01_house_dialogue_talk'	
11	抱胸-前	sequence	girl021_01_house_dialogue_armshug_start	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_armshug_start.girl021_01_house_dialogue_armshug_start'	
12	抱胸-循环	sequence	girl021_01_house_dialogue_armshug_loop	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_armshug_loop.girl021_01_house_dialogue_armshug_loop'	
13	抱胸-后	sequence	girl021_01_house_dialogue_armshug_end	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_armshug_end.girl021_01_house_dialogue_armshug_end'	
14	思考-前	sequence	girl021_01_house_dialogue_think_start	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_think_start.girl021_01_house_dialogue_think_start'	
15	思考-循环	sequence	girl021_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_think_loop.girl021_01_house_dialogue_think_loop'	
16	思考-后	sequence	girl021_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_think_end.girl021_01_house_dialogue_think_end'	
17	站立2-前	sequence	girl021_01_house_dialogue_stand02_start	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_stand02_start.girl021_01_house_dialogue_stand02_start'	
18	站立2-循环	sequence	girl021_01_house_dialogue_stand02_loop	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_stand02_loop.girl021_01_house_dialogue_stand02_loop'	
19	站立2-后	sequence	girl021_01_house_dialogue_stand02_end	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_stand02_end.girl021_01_house_dialogue_stand02_end'	
20	重重点头	sequence	girl021_01_house_healthcare_stand01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_healthcare_stand01.girl021_01_house_healthcare_stand01'	
21	床上坐	sequence	girl021_01_house_bed_sit01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_bed_sit01.girl021_01_house_bed_sit01'	
22	床上躺	sequence	girl021_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_bed_sleep01.girl021_01_house_bed_sleep01'	
23	吧台坐	sequence	girl021_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_stool_sit01.girl021_01_house_stool_sit01'	
					
					
97	左转	sequence	girl021_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_turn_L.girl021_01_house_dialogue_turn_L'	
98	右转	sequence	girl021_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/girl021_01_house_dialogue_turn_R.girl021_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl021_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl021_01/Anim/house/photo/girl021_01_house_dialogue_Tpose.girl021_01_house_dialogue_Tpose'	
100	一次抱胸	custom_seq	11;12;13		
101	抱胸循环	custom_loop_last	11;12		
102	一次思考	custom_seq	14;15;16		
103	思考循环	custom_loop_last	14;15		
104	一次站立2	custom_seq	17;18;19		
105	站立2循环	custom_loop_last	17;18		
