Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl008_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_stand01.girl008_01_house_stand01'	
2	倚靠	sequence	girl008_01_house_lean_stand01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_lean_stand01.girl008_01_house_lean_stand01'	
3	讲述	sequence	girl008_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_talk01.girl008_01_house_talk01'	
4	宿舍椅子坐	sequence	girl008_01_house_chair_sit01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_chair_sit01.girl008_01_house_chair_sit01'	
5	宿舍床上坐	sequence	girl008_01_house_bed_sit01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_bed_sit01.girl008_01_house_bed_sit01'	
6	宿舍沙发坐	sequence	girl008_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_sofa_sit01.girl008_01_house_sofa_sit01'	
7	宿舍吧台坐	sequence	girl008_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_stool_sit01.girl008_01_house_stool_sit01'	
8	宿舍吧台喝咖啡	sequence	girl008_01_house_stool_idle01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_stool_idle01.girl008_01_house_stool_idle01'	
9	宿舍床上躺	sequence	girl008_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_bed_sleep01.girl008_01_house_bed_sleep01'	
10	打招呼	sequence	girl008_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_greet.girl008_01_house_dialogue_greet'	
11	惊讶	sequence	girl008_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_amaze.girl008_01_house_dialogue_amaze'	
12	满意	sequence	girl008_01_house_dialogue_satisfy	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_satisfy.girl008_01_house_dialogue_satisfy'	
13	肯定	sequence	girl008_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_sure.girl008_01_house_dialogue_sure'	
