Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl010_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_stand01.girl010_01_house_stand01'	
2	倚靠	sequence	girl010_01_house_lean_stand01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_lean_stand01.girl010_01_house_lean_stand01'	
3	讲述	sequence	girl010_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_talk01.girl010_01_house_talk01'	
4	沙发坐	sequence	girl010_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_sofa_sit01.girl010_01_house_sofa_sit01'	
5	吧台坐	sequence	girl010_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_stool_sit01.girl010_01_house_stool_sit01'	
6	感谢	sequence	girl010_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_thank01.girl010_01_house_thank01'	
7	伸懒腰打呵欠	sequence	girl010_01_house_dialogue_depressed02	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_depressed02.girl010_01_house_dialogue_depressed02'	
8	消极-摊手	sequence	girl010_01_house_dialogue_depressed	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_depressed.girl010_01_house_dialogue_depressed'	
9	惊讶	sequence	girl010_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_amaze.girl010_01_house_dialogue_amaze'	
10	思考-前	sequence	girl010_01_house_dialogue_think_start	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_think_start.girl010_01_house_dialogue_think_start'	
11	思考-循环	sequence	girl010_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_think_loop.girl010_01_house_dialogue_think_loop'	
12	思考-后	sequence	girl010_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_think_end.girl010_01_house_dialogue_think_end'	
13	打招呼	sequence	girl010_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_greet.girl010_01_house_dialogue_greet'	
14	肯定	sequence	girl010_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_sure.girl010_01_house_dialogue_sure'	
15	否定	sequence	girl010_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_deny.girl010_01_house_dialogue_deny'	
16	佝偻坐姿	sequence	girl010_01_house_collation_stand01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_collation_stand01.girl010_01_house_collation_stand01'	
17	打气	sequence	girl010_01_house_dialogue_satisfy02	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_satisfy02.girl010_01_house_dialogue_satisfy02'	
18	吧台撑脸-前	sequence	girl010_01_house_dialogue_barsit_start	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_barsit_start.girl010_01_house_dialogue_barsit_start'	
19	吧台撑脸-循环	sequence	girl010_01_house_dialogue_barsit_loop	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_barsit_loop.girl010_01_house_dialogue_barsit_loop'	
20	吧台撑脸-后	sequence	girl010_01_house_dialogue_barsit_end	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_barsit_end.girl010_01_house_dialogue_barsit_end'	
21	躺椅躺	sequence	girl010_01_house_recliner_stand01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_recliner_stand01.girl010_01_house_recliner_stand01'	
22	伸展身体	sequence	girl010_01_house_dialogue_depressed03	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_depressed03.girl010_01_house_dialogue_depressed03'	
23	打呵欠	sequence	girl010_01_house_dialogue_depressed04	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_depressed04.girl010_01_house_dialogue_depressed04'	
24	歪头无奈	sequence	girl010_01_house_dialogue_depressed05	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_depressed05.girl010_01_house_dialogue_depressed05'	
25	睡觉	sequence	girl010_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_bed_sleep01.girl010_01_house_bed_sleep01'	
					
					
					
					
97	左转	sequence	girl010_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_turn_L.girl010_01_house_dialogue_turn_L'	
98	右转	sequence	girl010_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_turn_R.girl010_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl010_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl010_01/Anim/house/girl010_01_house_dialogue_Tpose.girl010_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	10;11;12		
101	思考循环	custom_loop_last	10;11		
102	一次撑脸	custom_seq	18;19;20		
103	撑脸循环	custom_loop_last	18;19		
