Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl001_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_stand01.girl001_01_house_stand01'	
2	倚靠	sequence	girl001_01_house_lean_stand01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_lean_stand01.girl001_01_house_lean_stand01'	
3	讲述	sequence	girl001_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_talk01.girl001_01_house_talk01'	
4	宿舍床坐	sequence	girl001_01_house_bed_sit01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_bed_sit01.girl001_01_house_bed_sit01'	
5	宿舍床睡	sequence	girl001_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_bed_sleep01.girl001_01_house_bed_sleep01'	
6	椅子坐循环	sequence	girl001_01_house_chair_sit01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_chair_sit01.girl001_01_house_chair_sit01'	
7	沙发坐	sequence	girl001_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_sofa_sit01.girl001_01_house_sofa_sit01'	
8	吧台喝咖啡	sequence	girl001_01_house_stool_idle01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_stool_idle01.girl001_01_house_stool_idle01'	
9	吧台坐循环	sequence	girl001_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_stool_sit01.girl001_01_house_stool_sit01'	
10	惊讶、点头	sequence	girl001_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_thank01.girl001_01_house_thank01'	
11	抱胸	sequence	girl001_01_house_dialogue_armshug	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_armshug.girl001_01_house_dialogue_armshug'	
12	消极	sequence	girl001_01_house_dialogue_depressed	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_depressed.girl001_01_house_dialogue_depressed'	
13	惊讶	sequence	girl001_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_amaze.girl001_01_house_dialogue_amaze'	
14	思考-前	sequence	girl001_01_house_dialogue_lean_stand01_start	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_lean_stand01_start.girl001_01_house_dialogue_lean_stand01_start'	
15	思考-循环	sequence	girl001_01_house_dialogue_lean_stand01_loop	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_lean_stand01_loop.girl001_01_house_dialogue_lean_stand01_loop'	
16	思考-后	sequence	girl001_01_house_dialogue_lean_stand01_end	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_lean_stand01_end.girl001_01_house_dialogue_lean_stand01_end'	
17	打招呼	sequence	girl001_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_greet.girl001_01_house_dialogue_greet'	
18	肯定	sequence	girl001_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_sure.girl001_01_house_dialogue_sure'	
19	否定	sequence	girl001_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_deny.girl001_01_house_dialogue_deny'	
20	吧台撑脸-前	sequence	girl001_01_house_dialogue_barsit_start	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_barsit_start.girl001_01_house_dialogue_barsit_start'	
21	吧台撑脸-循环	sequence	girl001_01_house_dialogue_barsit_loop	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_barsit_loop.girl001_01_house_dialogue_barsit_loop'	
22	吧台撑脸-后	sequence	girl001_01_house_dialogue_barsit_end	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_barsit_end.girl001_01_house_dialogue_barsit_end'	
23	抱胸-开始	sequence	girl001_01_house_dialogue_armshug_start	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_armshug_start.girl001_01_house_dialogue_armshug_start'	
24	抱胸-循环	sequence	girl001_01_house_dialogue_armshug_loop	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_armshug_loop.girl001_01_house_dialogue_armshug_loop'	
25	抱胸-结束1	sequence	girl001_01_house_dialogue_armshug_end01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_armshug_end01.girl001_01_house_dialogue_armshug_end01'	
26	抱胸-结束2	sequence	girl001_01_house_dialogue_armshug_end02	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_armshug_end02.girl001_01_house_dialogue_armshug_end02'	
27	消极02	sequence	girl001_01_house_dialogue_depressed02	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_depressed02.girl001_01_house_dialogue_depressed02'	
28	交互屏幕	sequence	girl001_01_house_healthcare_stand01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_healthcare_stand01.girl001_01_house_healthcare_stand01'	
29	拍照pose1	sequence	girl001_01_house_photo01	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/photo/girl001_01_house_photo01.girl001_01_house_photo01'	
					
					
					
97	左转	sequence	girl001_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_turn_L.girl001_01_house_dialogue_turn_L'	
98	右转	sequence	girl001_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_turn_R.girl001_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl001_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl001_01/Anim/house/girl001_01_house_dialogue_Tpose.girl001_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	14;15;16		
101	思考循环	custom_loop_last	14;15		
102	喝咖啡循环	custom_loop_last	8;9		
103	一次撑脸	custom_seq	20;21;22		
104	撑脸循环	custom_loop_last	20;21		
105	一次抱胸1	custom_seq	23;24;25		
106	一次抱胸2	custom_seq	23;24;26		
107	抱胸循环	custom_loop_last	23;24		
