Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl005_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_stand01.girl005_01_house_stand01'	
2	讲述	sequence	girl005_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_talk01.girl005_01_house_talk01'	
3	感谢	sequence	girl005_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_thank01.girl005_01_house_thank01'	
4	沙发坐	sequence	girl005_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_sofa_sit01.girl005_01_house_sofa_sit01'	
5	吧台坐	sequence	girl005_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_stool_sit01.girl005_01_house_stool_sit01'	
6	摸头发	sequence	girl005_01_house_dialogue_touch	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_touch.girl005_01_house_dialogue_touch'	
7	积极	sequence	girl005_01_house_dialogue_satisfy	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_satisfy.girl005_01_house_dialogue_satisfy'	
8	惊讶	sequence	girl005_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_amaze.girl005_01_house_dialogue_amaze'	
9	思考	sequence	girl005_01_house_dialogue_think	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_think.girl005_01_house_dialogue_think'	
10	打招呼	sequence	girl005_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_greet.girl005_01_house_dialogue_greet'	
11	肯定	sequence	girl005_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_sure.girl005_01_house_dialogue_sure'	
12	否定	sequence	girl005_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_deny.girl005_01_house_dialogue_deny'	
13	思考-前	sequence	girl005_01_house_dialogue_think_start	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_think_start.girl005_01_house_dialogue_think_start'	
14	思考-循环	sequence	girl005_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_think_loop.girl005_01_house_dialogue_think_loop'	
15	思考-后	sequence	girl005_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_think_end.girl005_01_house_dialogue_think_end'	
16	噤声	sequence	girl005_01_house_dialogue_nospeak	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_nospeak.girl005_01_house_dialogue_nospeak'	
17	悄悄话-前	sequence	girl005_01_house_dialogue_whispe_start	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_whispe_start.girl005_01_house_dialogue_whispe_start'	
18	悄悄话-循环	sequence	girl005_01_house_dialogue_whispe_loop	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_whispe_loop.girl005_01_house_dialogue_whispe_loop'	
19	悄悄话-后	sequence	girl005_01_house_dialogue_whispe_end	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_whispe_end.girl005_01_house_dialogue_whispe_end'	
20	满足-前	sequence	girl005_01_house_dialogue_satisfy02_start	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_satisfy02_start.girl005_01_house_dialogue_satisfy02_start'	
21	满足-循环	sequence	girl005_01_house_dialogue_satisfy02_loop	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_satisfy02_loop.girl005_01_house_dialogue_satisfy02_loop'	
22	满足-后	sequence	girl005_01_house_dialogue_satisfy02_end	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_satisfy02_end.girl005_01_house_dialogue_satisfy02_end'	
					
					
					
97	左转	sequence	girl005_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_turn_L.girl005_01_house_dialogue_turn_L'	
98	右转	sequence	girl005_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_turn_R.girl005_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl005_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl005_01/Anim/house/girl005_01_house_dialogue_Tpose.girl005_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	13;14;15		
101	思考循环	custom_loop_last	13;14		
102	一次满足	custom_seq	20;21;22		
103	满足循环	custom_loop_last	20;21		
104	一次悄悄话	custom_seq	17;18;19		
105	悄悄话循环	custom_loop_last	17;18		
