Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl014_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_stand01.girl014_01_house_stand01'	
2	讲述	sequence	girl014_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_talk01.girl014_01_house_talk01'	
3	沙发坐	sequence	girl014_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_sofa_sit01.girl014_01_house_sofa_sit01'	
4	吧台坐	sequence	girl014_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_stool_sit01.girl014_01_house_stool_sit01'	
5	感谢	sequence	girl014_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_thank01.girl014_01_house_thank01'	
6	惊讶	sequence	girl014_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_amaze.girl014_01_house_dialogue_amaze'	
7	抚发	sequence	girl014_01_house_dialogue_touch	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_touch.girl014_01_house_dialogue_touch'	
8	读书	sequence	girl014_01_house_dialogue_reading	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_reading.girl014_01_house_dialogue_reading'	
9	抱胸-前	sequence	girl014_01_house_dialogue_armshug_start	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_armshug_start.girl014_01_house_dialogue_armshug_start'	
10	抱胸-循环	sequence	girl014_01_house_dialogue_armshug_loop	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_armshug_loop.girl014_01_house_dialogue_armshug_loop'	
11	抱胸-后	sequence	girl014_01_house_dialogue_armshug_end	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_armshug_end.girl014_01_house_dialogue_armshug_end'	
12	思考-前	sequence	girl014_01_house_dialogue_think_start	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_think_start.girl014_01_house_dialogue_think_start'	
13	思考-循环	sequence	girl014_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_think_loop.girl014_01_house_dialogue_think_loop'	
14	思考-后	sequence	girl014_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_think_end.girl014_01_house_dialogue_think_end'	
15	肯定	sequence	girl014_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_sure.girl014_01_house_dialogue_sure'	
16	否定	sequence	girl014_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_deny.girl014_01_house_dialogue_deny'	
17	悄悄话-前	sequence	girl014_01_house_dialogue_whispe_start	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_whispe_start.girl014_01_house_dialogue_whispe_start'	
18	悄悄话-循环	sequence	girl014_01_house_dialogue_whispe_loop	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_whispe_loop.girl014_01_house_dialogue_whispe_loop'	
19	悄悄话-后	sequence	girl014_01_house_dialogue_whispe_end	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_whispe_end.girl014_01_house_dialogue_whispe_end'	
20	吧台撑脸-前	sequence	girl014_01_house_dialogue_barsit_start	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_barsit_start.girl014_01_house_dialogue_barsit_start'	
21	吧台撑脸-循环	sequence	girl014_01_house_dialogue_barsit_loop	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_barsit_loop.girl014_01_house_dialogue_barsit_loop'	
22	吧台撑脸-后	sequence	girl014_01_house_dialogue_barsit_end	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_barsit_end.girl014_01_house_dialogue_barsit_end'	
23	蒲团坐	sequence	girl014_01_house_meditation_idle01	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_meditation_idle01.girl014_01_house_meditation_idle01'	
					
					
					
97	左转	sequence	girl014_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_turn_L.girl014_01_house_dialogue_turn_L'	
98	右转	sequence	girl014_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_turn_R.girl014_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl014_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl014_01/Anim/house/girl014_01_house_dialogue_Tpose.girl014_01_house_dialogue_Tpose'	
100	一次抱胸	custom_seq	9;10;11		
101	一次思考	custom_seq	12;13;14		
102	抱胸循环	custom_loop_last	9;10		
103	思考循环	custom_loop_last	12;13		
104	一次悄悄话	custom_seq	17;18;19		
105	悄悄话循环	custom_loop_last	17;18		
106	一次撑脸	custom_seq	20;21;22		
107	撑脸循环	custom_loop_last	20;21		
