Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	宿舍站	sequence	girl007_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_stand01.girl007_01_house_stand01'	
2	宿舍靠站	sequence	girl007_01_house_lean_stand01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_lean_stand01.girl007_01_house_lean_stand01'	
3	宿舍站说话	sequence	girl007_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_talk01.girl007_01_house_talk01'	
4	坐沉思	sequence	girl007_01_house_bed_sit01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_bed_sit01.girl007_01_house_bed_sit01'	
5	坐喝咖啡	sequence	girl007_01_house_stool_idle01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_stool_idle01.girl007_01_house_stool_idle01'	
6	吧台椅子坐循环	sequence	girl007_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_stool_sit01.girl007_01_house_stool_sit01'	
7	侧卧睡觉	sequence	girl007_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_bed_sleep01.girl007_01_house_bed_sleep01'	
8	椅子坐循环	sequence	girl007_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_sofa_sit01.girl007_01_house_sofa_sit01'	
9	下厨试味	sequence	girl007_01_house_cook_idle01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_cook_idle01.girl007_01_house_cook_idle01'	
10	下厨爆炸	sequence	girl007_01_house_cook_idle02	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_cook_idle02.girl007_01_house_cook_idle02'	
11	下厨循环	sequence	girl007_01_house_cook_stand01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_cook_stand01.girl007_01_house_cook_stand01'	
12	斜卧睡觉循环	sequence	girl007_01_house_dollsleep_stand01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dollsleep_stand01.girl007_01_house_dollsleep_stand01'	
13	斜卧睡觉醒来	sequence	girl007_01_house_dollsleep_idle01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dollsleep_idle01.girl007_01_house_dollsleep_idle01'	
14	戳手害羞感谢	sequence	girl007_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_thank01.girl007_01_house_thank01'	
15	抱胸	sequence	girl007_01_house_dialogue_armshug	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_armshug.girl007_01_house_dialogue_armshug'	
16	思考-前	sequence	girl007_01_house_dialogue_think_strat	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_think_strat.girl007_01_house_dialogue_think_strat'	
17	思考-循环	sequence	girl007_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_think_loop.girl007_01_house_dialogue_think_loop'	
