Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	待机	sequence	girl012_01_house_stand01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_stand01.girl012_01_house_stand01'	
2	讲述	sequence	girl012_01_house_talk01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_talk01.girl012_01_house_talk01'	
3	吧台坐	sequence	girl012_01_house_stool_sit01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_stool_sit01.girl012_01_house_stool_sit01'	
4	沙发坐	sequence	girl012_01_house_sofa_sit01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_sofa_sit01.girl012_01_house_sofa_sit01'	
5	感谢	sequence	girl012_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_thank01.girl012_01_house_thank01'	
6	叉腰	sequence	girl012_01_house_dialogue_akimbo	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_akimbo.girl012_01_house_dialogue_akimbo'	
7	积极	sequence	girl012_01_house_dialogue_satisfy	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_satisfy.girl012_01_house_dialogue_satisfy'	
8	抱胸-背后	sequence	girl012_01_house_dialogue_armshug	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_armshug.girl012_01_house_dialogue_armshug'	
9	思考	sequence	girl012_01_house_dialogue_wondering	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_wondering.girl012_01_house_dialogue_wondering'	
10	打招呼	sequence	girl012_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_greet.girl012_01_house_dialogue_greet'	
11	肯定	sequence	girl012_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_sure.girl012_01_house_dialogue_sure'	
12	否定	sequence	girl012_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_deny.girl012_01_house_dialogue_deny'	
13	睡觉	sequence	girl012_01_house_bed_sleep01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_bed_sleep01.girl012_01_house_bed_sleep01'	
14	悄悄话-前	sequence	girl012_01_house_dialogue_whispe_start	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_whispe_start.girl012_01_house_dialogue_whispe_start'	
15	悄悄话-循环	sequence	girl012_01_house_dialogue_whispe_loop	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_whispe_loop.girl012_01_house_dialogue_whispe_loop'	
16	悄悄话-后	sequence	girl012_01_house_dialogue_whispe_end	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_whispe_end.girl012_01_house_dialogue_whispe_end'	
17	吧台撑脸-前	sequence	girl012_01_house_dialogue_barsit_start	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_barsit_start.girl012_01_house_dialogue_barsit_start'	
18	吧台撑脸-循环	sequence	girl012_01_house_dialogue_barsit_loop	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_barsit_loop.girl012_01_house_dialogue_barsit_loop'	
19	吧台撑脸-后	sequence	girl012_01_house_dialogue_barsit_end	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_barsit_end.girl012_01_house_dialogue_barsit_end'	
20	天平	sequence	girl012_01_house_balance_idle01	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_balance_idle01.girl012_01_house_balance_idle01'	
21	背后抱手-前	sequence	girl012_01_house_dialogue_armshug02_start	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_armshug02_start.girl012_01_house_dialogue_armshug02_start'	
22	背后抱手-循环	sequence	girl012_01_house_dialogue_armshug02_loop	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_armshug02_loop.girl012_01_house_dialogue_armshug02_loop'	
23	背后抱手-后	sequence	girl012_01_house_dialogue_armshug02_end	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_armshug02_end.girl012_01_house_dialogue_armshug02_end'	
					
					
					
					
					
97	左转	sequence	girl012_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_turn_L.girl012_01_house_dialogue_turn_L'	
98	右转	sequence	girl012_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_turn_R.girl012_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl012_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl012_01/Anim/house/girl012_01_house_dialogue_Tpose.girl012_01_house_dialogue_Tpose'	
100	一次撑脸	custom_seq	17;18;19		
101	全部循环	custom_loop			
102	撑脸循环	custom_loop_last	17;18		
103	一次悄悄话	custom_seq	14;15;16		
104	悄悄话循环	custom_loop_last	14;15		
105	背后抱手循环	custom_loop_last	21;22		
