字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page1.1	喔喔喔喔喔喔！	喔喔喔喔喔喔！	おおおおおっ！	오오오오오오오!	Woooooahhh!!						0	2.7版本妮塔入队剧情
page1.2	啊啊啊啊啊！	啊啊啊啊啊！	あああああっ！	아아아아아아!	Aaaahhhhh!!						0	2.7版本妮塔入队剧情
page1.3	基地内回荡着此起彼伏的欢呼声，像浪潮般忽远忽近，一波未平一波又起。	基地內迴盪著此起彼伏的歡呼聲，像浪潮般忽遠忽近，一波未平一波又起。	社員寮に響き渡る歓声が、波のように遠ざかったり近づいたりしている。	숙소 안에 환호 소리가 울려 퍼진다. 마치 파도처럼 멀어졌다 가까워졌다를 반복하며 환호 소리가 가라앉을 만하면 또다시 번져갔다.	The base echoed with sudden shouts of excitement — waves of cheers rising and falling like the tide.						0	2.7版本妮塔入队剧情
page1.4	不用想，一定是妮塔发现那些“好运暗示”了。	不用想，一定是妮塔發現那些「好運暗示」了。	だいぶ賑やかだな。ニタが「幸運の兆し」を見つけたっぽい。	안 봐도 뻔하네. 니타가 그 '행운의 암시'들을 발견한 거 같은데.	No doubt Nita had just stumbled across every last one of the "good omens" I'd laid out for her.						0	2.7版本妮塔入队剧情
page1.5	分析员！！！	分析員！！！	分析員！！！	분석가!!!	Adjutant!!!						0	2.7版本妮塔入队剧情
page1.6	妮塔如一只欢快的雀鸟般向我奔来，还未等我张开双臂，她温软的身体已经毫无保留地投入我的怀抱。	妮塔如一隻歡快的雀鳥般向我奔來，還未等我張開雙臂，她溫軟的身體已經毫無保留地投入我的懷抱。	ニタは歓喜の小鳥のように跳ねると、私が抱き止める暇もなく勢いよく飛び込んできた。	니타는 즐거운 새처럼 내게로 달려왔다. 내가 팔을 벌리기도 전에 그녀의 따뜻하고 부드러운 몸이 바로 내 품속으로 뛰어들었다.	She came flying at me like an overjoyed lark. Before I could even open my arms, her warm, soft body had already landed in my embrace.						0	2.7版本妮塔入队剧情
page1.7	别着急，发生什么事了？慢慢说。	別急，發生什麼事了？慢慢說。	おいおい、落ち着いて。何があったんだ？	진정해, 무슨 일이야? 천천히 말해봐.	Easy now. What happened? Catch your breath and tell me.						0	2.7版本妮塔入队剧情
page1.8	被幸运之神选中的人类，也就是我，在今天发现了种种好运到来的迹象！	被幸運之神選中的人類，也就是我，在今天發現了種種好運到來的跡象！	なんと…今日は幸運の女神が私を選んだらしくてさ、いいことづくめなんだよ！	행운의 신에게 선택받은 인간, 그러니까 그게 나라고! 오늘 온갖 행운의 암시를 발견했다고!	The chosen one — me — has officially been blessed by the goddess of fortune today! And I've got proof!						0	2.7版本妮塔入队剧情
page1.9	嗯……比如？	嗯……比如？	…いったい何が？	음… 예를 들면?	Oh yeah? Let's hear it.						0	2.7版本妮塔入队剧情
page1.10	我刚推开宿舍门，就看到一堆收拾好的废品，这不正好拿去卖钱！	我剛推開宿舍門，就看到一堆收拾好的廢品，這不剛好拿去賣錢！	寮を出たら、きれいに束ねられた廃品がドサッとあってさ、それを売ったら結構儲かったんだよ！	숙소 문을 열자마자 정리된 폐품이 한가득 있어서 마침 그걸 팔아치우고 용돈 벌었지!	So, just now, I opened my dorm door and — bam! — a perfectly stacked pile of recyclables, just waiting for me to cash in!						0	2.7版本妮塔入队剧情
page1.11	零食柜这次的上新，全都是我爱吃的薯片！连桌上的茶，都像专门为我准备的一样，正好是我喜欢的口味。	零食櫃這次的上新，全都是我愛吃的洋芋片！連桌上的茶，都像專門為我準備的一樣，正好是我喜歡的口味。	スナック棚には私の好きなポテチが大量！お茶もちょうどう私好みだし。	이번에 간식장에 채워진 새 간식들이 글쎄 전부 내가 좋아하는 감자칩이잖아! 테이블 위에 있는 차도 나를 위해 준비한 것처럼 딱 내 취향이야.	Then I checked the snack cabinet — and guess what? Nothing but my favorite chips! Even the breakroom tea was exactly my favorite flavor!						0	2.7版本妮塔入队剧情
page1.12	而且！分析员你看~水面上还浮着一根茶叶梗！	而且！分析員你看~水面上還浮著一根茶葉梗！	しかもほら、茶柱が立ってる！	게다가! 분석가 이것 봐~ 물 위에 찻잎 줄기가 하나 떠 있어!	And look — a tea stalk standing straight up on the surface! If that's not a good omen, I don't know what is!						0	2.7版本妮塔入队剧情
page1.13	妮塔一股脑说完后，脸颊涌上红潮，不由自主地原地转圈，闭眼进入了幸福过载状态。	妮塔一股腦說完後，臉頰湧上紅潮，不由自主地原地轉圈，閉眼進入了幸福過載狀態。	ニタは興奮しきって顔を赤らめ、クルクルと回っている。幸せオーバーロード状態に入ったようだ。	니타는 숨 돌릴 새도 없이 말을 마친 뒤, 두 볼이 발그레해진 채로 제자리에서 빙글빙글 돌았다. 두 눈을 감은 그녀는 그야말로 행복 과부하 상태에 빠져버렸다.	She rattled it all off in a single breath, cheeks flushed, spinning in place like she was floating on cloud nine.						0	2.7版本妮塔入队剧情
